plate,well,compound,path,C1,C2,C3,C4,C5,moa
P015093,G12,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_G12_s8_w1D075C421-69C2-4038-BD49-BAE1A5890DA2.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_G12_s8_w2DC37FA30-3ADA-4ED1-96AF-C21AA4F054EF.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_G12_s8_w35249F96F-1C23-4FBB-BF63-181B34740340.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_G12_s8_w45D9221FF-24BB-4DA2-B5DB-A97ED1A37FF0.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_G12_s8_w5088291BA-59E7-434A-B2F1-45F92661AD25.tif,dmso
P015093,G12,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_G12_s9_w13DB9A658-52E1-4A7D-88C0-A8DDC6F06D72.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_G12_s9_w24830588C-FD0A-4F69-B164-5B483FFA3E43.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_G12_s9_w3FD1ADB3A-102D-41E0-8CDD-E1D4831AC0E3.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_G12_s9_w4EDD98795-6755-4D5C-861A-F59EFA773A40.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_G12_s9_w507DE7FC7-0929-4239-887A-2D94C864516D.tif,dmso
P015093,H08,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s1_w162BBFEA3-7260-43CE-B6EA-0794A1A2690C.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s1_w20CAE177C-B341-4A53-803B-D2381B74B2A7.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s1_w3B0198DEC-B133-483B-91C1-E657DA8EA8CA.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s1_w451C533EC-3681-48CB-9951-009FE790DEDF.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s1_w5338AEE36-9613-40D1-B523-A879E2228B6D.tif,dmso
P015093,H08,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s2_w1FAA90A8D-3D02-473F-9FFA-D608B0ADBF5B.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s2_w2BD795E23-C538-417E-B587-91A84C0477BA.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s2_w3261205D2-BBC5-4790-9ECB-B601D0F5D7EF.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s2_w4D4AA6358-795A-4C5B-BCDB-48C2D4CC53C1.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s2_w51A330236-D3F0-449D-9C18-F266BD21F548.tif,dmso
P015093,H08,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s3_w160E4D75F-CAC9-4AB2-AF89-A55DC377B107.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s3_w2FDFF6F04-28BE-4396-9189-9FB30611A758.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s3_w34183AEF8-E94E-4D18-8458-580457EBA590.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s3_w41ECAFC12-8FBB-4FD3-85F1-0CF108527511.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s3_w5380D499F-F01A-442E-A81F-9E4CB72F7B0D.tif,dmso
P015093,H08,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s4_w1033FCB44-2D6F-4053-8485-8C4A04B509A1.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s4_w2218B9ABE-1042-45F5-982E-8F5D568822EE.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s4_w345831DB9-A3B9-41EF-BE41-140CE478AFDE.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s4_w4836F719D-0087-49B2-8F29-3DE45B3932D3.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s4_w540F59A2E-4706-4456-8BCA-A3E8C63E7AE4.tif,dmso
P015093,H08,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s5_w1704AE277-747D-40A2-880E-7BA1A4A3C713.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s5_w2687933B4-F6A9-4877-BB1D-1AD331C573C7.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s5_w37E22DBE5-DABB-44D6-83F0-F5273022475C.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s5_w438CA5E0C-BC1C-4973-8B56-192BC0375778.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s5_w5CF58083E-D276-4DD3-8496-4C7B23600E19.tif,dmso
P015093,H08,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s6_w188E0B34E-7FF3-421F-857F-3818F19AFF22.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s6_w2B6484B00-5431-4280-B809-36AC72487197.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s6_w31DC1B74A-4BE5-4A27-B490-BBBFDB95A0BF.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s6_w4658A7AF8-B387-4808-A5AB-49FDCF9D3025.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s6_w5C81D80B2-D49D-4BAE-8C5A-69159327D17E.tif,dmso
P015093,H08,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s7_w1FC3FFB96-E077-4140-A633-A78FB4AB6437.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s7_w2C4B45CC2-88D6-48B4-8785-94DB68A99240.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s7_w37E5C30A3-41B9-418F-B753-EC0FF8B72FB7.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s7_w4999FD60E-AE00-4D54-A299-DAD108E2388C.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s7_w5FF685DD6-87D2-4DBC-867A-C082223A02C7.tif,dmso
P015093,H08,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s8_w14F65EF9E-9AC3-4CA2-98F6-2419C9AA78E1.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s8_w228003F99-B0A4-4B6B-8C3F-7CB45D6B5C7F.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s8_w337C02DFF-4B97-44E0-A341-E4148950C43D.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s8_w49C0B5DC9-BDEA-47ED-83BE-B20829A81999.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s8_w589B92246-DFBC-4FE2-B22E-F3E0D96F5BB2.tif,dmso
P015093,H08,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s9_w15A4291B7-4675-4D94-A934-51C03723D5A1.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s9_w2954F0089-B2B2-4F1C-88A6-E206017B0C75.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s9_w33A40DA8E-2188-44A2-B3FB-78CC5FE5B8B7.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s9_w45770D50E-9567-4FA5-A4B3-7589642872BD.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H08_s9_w50584C793-105B-4F26-9C94-97BDB369CF7F.tif,dmso
P015093,H21,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s1_w104400775-81D9-4103-8969-1DAA16D37395.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s1_w296DA0C6F-CE28-47E7-99A7-239E0CF5CEBD.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s1_w3C012DEE8-4B65-4ABE-865F-B6DB5632964C.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s1_w41D73BDAF-D4A0-4FE2-BD8F-0BF971822E2C.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s1_w5E71128D4-C160-4E6C-A7D4-896BF3A6DF9A.tif,dmso
P015093,H21,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s2_w1773399F8-5442-45B1-8656-38BFB8728A3F.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s2_w200C25E06-B332-4341-A86F-11AA8B176DF1.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s2_w3682BF662-9500-42CD-84B8-8AC19B97F5D9.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s2_w41B60796E-4FEA-40B9-96AE-85C01E3204B9.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s2_w5CBE8A221-A5CA-4D40-9F19-9FF84E6BDE4C.tif,dmso
P015093,H21,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s3_w1A3E29EF0-6D4B-4BD1-B489-6B354C786D92.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s3_w2B3DF4E92-B662-4000-B1C9-AA8BCCBDE062.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s3_w31E97248A-AB48-4679-B991-8D7270DBF3E8.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s3_w407291939-3AD3-4686-8DF2-D7045F2D89D9.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s3_w536AC82BB-11DB-4557-8E62-D462BCF6B645.tif,dmso
P015093,H21,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s4_w1169312DF-38F3-42BA-8708-BE91929E1204.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s4_w2418245D9-52CE-4614-A756-615250DE6890.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s4_w30D4DF45F-7A4C-4790-8721-67BFF89B078A.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s4_w44A805F83-405D-4896-889B-C288DCB353A4.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s4_w592CAA3B9-B438-44D2-B59F-1787E7B64C6D.tif,dmso
P015093,H21,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s5_w13F16A5AA-C380-40BD-B87F-5134A7E130D8.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s5_w2EBAB3588-4B3F-4D8B-A118-63AC746B89FD.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s5_w37523C5BD-7F5B-49CA-B9D7-EFD579708174.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s5_w4A85CF565-DADF-451B-8D2D-693AEF88AAA1.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s5_w53D7B5923-D99C-461E-98A3-E55A3B02682F.tif,dmso
P015093,H21,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s6_w1805EEAE8-7C71-4858-92A3-DBDE5C40C5B3.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s6_w23310D910-B818-4205-AF13-270F3DD29FC6.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s6_w3F50C9468-45AC-4088-9F4E-822626F64712.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s6_w4253FB297-36DB-4643-8E84-371B650B947F.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s6_w5BAA1CA4B-3766-442A-B561-D7D7F29B8871.tif,dmso
P015093,H21,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s7_w1A66695F7-6C59-46B2-A0CD-6D64876958F3.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s7_w2C0079CC9-4BC8-42BC-8CA3-4EF11ACB45C8.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s7_w3413BDE95-0303-45CC-8C84-2EBD04EF0954.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s7_w41301EA03-349E-4A9C-9D8F-B5832FCFB52D.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s7_w5B074861A-A341-4239-ADCC-1900C32AC6B2.tif,dmso
P015093,H21,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s8_w19139D8AB-81D6-4CD2-974D-9A5171847208.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s8_w2EA955E3F-D5F0-470E-A50D-F206F92D4F20.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s8_w35D036F41-B1F3-42FA-8DBA-098BB98A9BF5.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s8_w41A82404B-6E5E-4233-82E6-7CE6DFC41DAB.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s8_w56119F970-4DBB-4CA2-B7C3-396A15C22A72.tif,dmso
P015093,H21,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s9_w1377E2655-E397-4806-BAA9-E5CA6FE307F3.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s9_w288359B30-6B11-4D97-8B7C-021760530ED1.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s9_w3D878872A-7EA7-4160-A014-DFD7E7CE27C4.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s9_w4DA73724D-091A-4F9A-B6AD-A2DA7A4BC02F.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_H21_s9_w537B432C4-1EF7-4592-8A9D-638F7649C53F.tif,dmso
P015093,I06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s1_w1022697CE-0BBE-485E-A9C7-38A9F39A767B.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s1_w2CBA3B19A-CC03-4DC7-B5DF-748E67F46DD1.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s1_w357DA1765-7045-454C-AD7A-17EDD449572F.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s1_w4CE9F0810-77C5-4134-BF48-51791CBC9931.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s1_w5183805A7-43ED-4FF4-91DE-F610043EBDE0.tif,dmso
P015093,I06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s2_w138F715FA-4A3D-412C-A153-14E83ED6B033.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s2_w28D92E4BD-A58C-4F30-8AB5-4074DC058D5A.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s2_w3D23899C0-A3E4-4E31-8A0F-8B4F2B3C2C9B.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s2_w4ACB33CDE-C8F7-4024-A865-5C3E72B250A8.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s2_w5B5B8FFEE-8C5A-4647-ADF3-43444040639E.tif,dmso
P015093,I06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s3_w1BF0782BA-2FF6-4C20-B40B-F786DD612A8E.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s3_w24C3259F4-F863-4004-8C6C-0EA4E8A0ABD4.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s3_w34D9EBA9F-4B1B-4A76-A8EB-AF280B5043BC.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s3_w4752D764D-CC7C-406A-992A-779490319881.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s3_w5172913E0-5E38-4063-ABD7-C9C509C2D253.tif,dmso
P015093,I06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s4_w12D1E0D1D-53A3-45FA-8F90-61426C70EF49.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s4_w261FECE7E-4E2D-4EF3-AB05-DFC0CED98327.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s4_w30D123130-B575-4C0F-A3E5-72EC275B855B.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s4_w45E00C81C-B99E-4C7C-984A-D7A641339191.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s4_w5257861EA-2E02-42A9-B059-63AA4D1F8FF0.tif,dmso
P015093,I06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s5_w1636ADE80-8EFE-4B82-9FB7-C58E05E94114.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s5_w269A73EC2-46D2-4F6D-8A04-C3613D5430D0.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s5_w3EC7C8439-3039-400D-BAA8-0A29DCC0A16C.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s5_w412FB3AFA-5AFF-4A1E-AEC4-9F7FF0AF4CC1.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s5_w521343734-EABA-4962-B756-C7E435B8D326.tif,dmso
P015093,I06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s6_w1060DF34F-066F-4937-9A94-AA61D7497DEC.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s6_w2C28277F1-7122-4C79-BA90-7FCA18ABC59B.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s6_w37B6E37C8-B266-498C-94B3-8A28D1447A57.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s6_w4B4B752A7-CEFB-464A-9A12-23AFD806C019.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s6_w516A4AECE-205F-423D-888D-1E17C1FF6858.tif,dmso
P015093,I06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s7_w1BC5416F7-1FEB-4598-9536-BE1570E9D6DB.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s7_w2C1DAC8BE-2FA1-426B-99EA-7FADC5C047F1.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s7_w3272C74B8-2EDD-40D5-B599-FD18D2873D2B.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s7_w4B4E850B9-1422-4605-8EDC-B9A6A9E06C3D.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s7_w58F86931F-F746-4FB7-8A90-D945C4A9417E.tif,dmso
P015093,I06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s8_w125BA4E79-7F04-412E-BEEB-531C3FF5BA63.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s8_w209688453-16C9-406A-80F2-B49D27CA88A7.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s8_w34BB67FDA-57A1-4656-BDFD-327041ECF2B5.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s8_w4ADA61BF3-8734-4524-AD5E-D9EE10C0E03F.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s8_w50E81F6D1-DC13-4A2C-87C0-04128C02BD97.tif,dmso
P015093,I06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s9_w152F02F04-0FFE-418E-8A88-6C664F8AE615.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s9_w26A098FFF-0AE5-407B-A86F-286EB9B44AD5.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s9_w3EC3F0562-079E-43FC-ADEB-8088A830F815.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s9_w47CA2A721-BF3D-43B5-AF93-C64908439386.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_I06_s9_w5E4C0CE81-C3BE-4B24-9BAD-2247A439E677.tif,dmso
P015093,J10,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s1_w11FB2C21A-3016-47CF-B2B2-BB1AA4120D58.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s1_w24D88C8A5-EDFC-493F-BB24-1B95C30F5AE2.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s1_w33DB61D70-695E-4D1A-B43C-DA6867983E15.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s1_w4A84140A2-F003-40E9-920C-BB502D67B98D.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s1_w5524156AC-093C-44C3-B4BC-C4BD71BDE08B.tif,dmso
P015093,J10,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s2_w1773511EE-6082-44BB-BB69-40E3A868C96D.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s2_w29D8FFFD5-FB81-4B16-B55F-166CC5BA0167.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s2_w3B99DFB56-7CBE-41B1-A803-E3548F6E1DAB.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s2_w402B1C8BF-7BCA-4B03-BB95-5F460C88D700.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s2_w5EC565A82-7001-4FD0-BE5A-0D19F6533462.tif,dmso
P015093,J10,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s3_w170AD169D-B160-41C1-94C2-825DED652096.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s3_w27DF5BFE2-C444-4F6F-8B7C-8D0CDF41B674.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s3_w32D8F58FE-FDBF-4E45-9A8F-A18859ED2303.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s3_w4B56E9120-39F3-4641-AD4C-2904193B8974.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s3_w59F16AF28-0B2B-45DD-B8A3-C951A72E4767.tif,dmso
P015093,J10,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s4_w118CD3DA1-2DEE-4CF1-AEFA-0DB10B45E8E5.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s4_w252235DD5-04AF-4B7D-9E48-E332A426A8BB.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s4_w3FA3C6B73-A33E-4BCD-B84D-7A885F58C30B.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s4_w4DD3134D5-BF38-41E7-841C-5D4875B3359E.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s4_w5BCCC9F28-3541-4150-90E9-FDB858756104.tif,dmso
P015093,J10,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015093-U2OS-48h-P9-L2/2021-12-22/871,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s5_w1B86E9951-E80B-44D4-979A-50C1E0E6E982.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s5_w2DAB4D4F5-FCFF-41DA-8012-EEA7964174D0.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s5_w355E19599-743A-4EA3-86E4-70A6A0F56F0A.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s5_w40CD43935-B4A9-4938-8C4D-2EDECBF2B65D.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2_J10_s5_w5F9E56049-C7CE-47FF-A393-410DC8B12E7C.tif,dmso
