plate,well,site,compound,path,moa
P015084,G05,s3,CBK041779,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_G05_s3_w672BE8D6F-30AD-4659-993C-8FC443284177.npy,ATPase inhibitor
P015084,N22,s1,CBK290334,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_N22_s1_w6AEFDBE78-37B2-4AAF-8642-4028EDCDCC92.npy,ATPase inhibitor
P015097,H23,s2,CBK307956,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015097-U2OS-48h-P11-L2-TL-run2_H23_s2_w6A128CC6F-ADFE-4F6A-A5CE-63A8D9EC9C57.npy,protein synthesis inhibitor
P015090,K07,s5,CBK041242,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K07_s5_w686554571-4FA3-43CC-AB16-9E923448DD5E.npy,JAK inhibitor
P015099,B10,s5,CBK307747,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_B10_s5_w6A61A12B3-8761-4491-859D-B1DCC1FADB68.npy,tubulin polymerization inhibitor
P015085,C11,s1,CBK290801,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_C11_s1_w69A480970-65A0-4F1B-BF83-8261B01CB06E.npy,Aurora kinase inhibitor
P015084,K15,s2,CBK006628,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_K15_s2_w60BEF3014-74DB-4050-BC59-63140C09FA55.npy,ATPase inhibitor
P015098,I03,s5,CBK041678,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_I03_s5_w6DC987A22-D795-4C7C-BCA0-6DC88FB39EF1.npy,topoisomerase inhibitor
P015097,B10,s5,CBK200927,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015097-U2OS-48h-P11-L2-TL-run2_B10_s5_w64260748A-3AD9-46DD-B967-82D6AE14C417.npy,protein synthesis inhibitor
P015084,O03,s5,CBK290801,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_O03_s5_w6EFF3CC8E-CDEC-4997-B60C-DB9375E76589.npy,Aurora kinase inhibitor
P015091,D11,s5,CBK289731,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_D11_s5_w6A39C779B-82BE-4611-A9AB-BE0359CC7908.npy,HDAC inhibitor
P015096,D13,s3,CBK200860,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015096-U2OS-48h-P11-L1-TL_D13_s3_w6970AAF9F-92F7-454C-B538-4AF16D79366B.npy,protein synthesis inhibitor
P015091,D15,s4,CBK278556G,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_D15_s4_w6962AC81C-5770-4CAF-A7DE-A4CBCA59BF8A.npy,HSP inhibitor
P015090,M18,s1,CBK289740,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_M18_s1_w68B9C053D-C551-4C92-A4F8-B7438AEDD8D8.npy,HDAC inhibitor
P015098,G17,s5,CBK307798,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_G17_s5_w6DD12C70D-57DC-4066-96A5-2C1B88818607.npy,topoisomerase inhibitor
P015091,G20,s1,CBK309522,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_G20_s1_w63C43B600-68D7-4FFE-9512-B7130C32F733.npy,HSP inhibitor
P015084,G11,s5,CBK200716,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_G11_s5_w6EE97F9BE-8989-4088-B4A1-FC89502D4757.npy,ATPase inhibitor
P015090,K22,s4,CBK308266,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K22_s4_w6106052CD-3315-4288-90D6-CB36A8E0A03F.npy,HDAC inhibitor
P015098,F03,s1,CBK016139,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_F03_s1_w6236E28DD-D160-4092-A55A-AB7B28303941.npy,tubulin polymerization inhibitor
P015099,K09,s5,CBK290217,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_K09_s5_w6E1CC2D9E-52D1-48B7-A32E-3D2F2F2C18FE.npy,retinoid receptor agonist
P015090,G11,s4,CBK308266,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_G11_s4_w65A071726-61B6-4599-8323-13B4A0783523.npy,HDAC inhibitor
P015085,E03,s3,CBK290334,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_E03_s3_w636D123E1-D323-4361-91A6-94748AB32312.npy,ATPase inhibitor
P015099,B10,s1,CBK307747,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_B10_s1_w6607A8214-7273-4DB1-9350-B8D3F66CD2A6.npy,tubulin polymerization inhibitor
P015095,H14,s1,CBK290205,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL-run2_H14_s1_w6E7B15894-1C61-4B5D-B0C9-913024A91D59.npy,PARP inhibitor
P015084,J14,s1,CBK228145,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_J14_s1_w6CC61A03F-0C0B-4A64-AEA4-7ABC196506BE.npy,ATPase inhibitor
P015090,O07,s2,CBK290760,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_O07_s2_w6437BAE44-2965-4459-BEF7-DA63B22582A7.npy,HSP inhibitor
P015098,F19,s4,CBK307816,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_F19_s4_w668649D32-7E1E-4F31-9E68-85391CBB3271.npy,topoisomerase inhibitor
P015091,E10,s2,CBK277968,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_E10_s2_w61020D6C8-354F-4DE4-93B2-B2889F9D22F3.npy,JAK inhibitor
P015099,H04,s3,CBK308880,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_H04_s3_w61A5A1110-A567-42A8-9A2E-F370154EE915.npy,retinoid receptor agonist
P015099,N19,s1,CBK309020,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_N19_s1_w6F689BDD8-D5C3-4CF5-AEB1-E37C7FBB351E.npy,topoisomerase inhibitor
P015090,O07,s5,CBK290760,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_O07_s5_w68F4ECBF7-6C4E-4415-8902-007DCD7B10F0.npy,HSP inhibitor
P015092,H15,s2,CBK308126,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H15_s2_w65A51C05C-464F-4AB1-8D8C-CE76E34D9745.npy,JAK inhibitor
P015091,H02,s3,CBK289739,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_H02_s3_w68FCA7A78-3CC5-4A74-B088-420920289F36.npy,HDAC inhibitor
P015091,K23,s4,CBK278021,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_K23_s4_w689E3EA22-690E-4121-9028-54E9ABB25094.npy,HSP inhibitor
P015093,B12,s5,CBK288347,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_B12_s5_w6F821E08F-A27A-48E2-B3E2-848187C26295.npy,JAK inhibitor
P015084,L15,s2,CBK228145,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_L15_s2_w63A05B629-73D5-465D-9D8B-17033BFA2F2E.npy,ATPase inhibitor
P015092,D02,s5,CBK288347,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D02_s5_w6CD7C6164-9E78-4969-8C87-76F5C8A7C346.npy,JAK inhibitor
P015096,N16,s3,CBK309349,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015096-U2OS-48h-P11-L1-TL_N16_s3_w638401BC4-9E34-4244-9738-5E1C8ADDE279.npy,protein synthesis inhibitor
P015093,B12,s4,CBK288347,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_B12_s4_w66088087F-C1EF-4604-8BF9-094631AA4ED6.npy,JAK inhibitor
P015085,B16,s2,CBK288288,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_B16_s2_w6B118362D-4F1F-4614-95EE-0392E7AB466A.npy,Aurora kinase inhibitor
P015092,D18,s5,CBK288351,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D18_s5_w656A53823-3220-4203-8743-1C9C630C9F84.npy,JAK inhibitor
P015091,D09,s2,CBK277973,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_D09_s2_w6E2EA2536-0685-4BDD-BAFD-14FF5DF6ADE0.npy,HSP inhibitor
P015096,E06,s1,CBK200838,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015096-U2OS-48h-P11-L1-TL_E06_s1_w6191DCECD-C0B5-4A33-BE8F-FA48D40FD51F.npy,protein synthesis inhibitor
P015098,M12,s1,CBK307747,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_M12_s1_w605978493-5BB3-4B73-BFCA-FCB0D79CA614.npy,tubulin polymerization inhibitor
P015096,B03,s5,CBK307772,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015096-U2OS-48h-P11-L1-TL_B03_s5_w699388F38-E4C8-4FBA-B0D5-2C8A9081A114.npy,protein synthesis inhibitor
P015096,H06,s3,CBK309258,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015096-U2OS-48h-P11-L1-TL_H06_s3_w6FBE7FDC0-9254-4B5A-AE54-9B4C898AF8B8.npy,protein synthesis inhibitor
P015090,C07,s1,CBK289756,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_C07_s1_w6901D2DFB-0B9B-466B-B234-2AABE3D68690.npy,HDAC inhibitor
P015091,E08,s4,CBK309522,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_E08_s4_w67433E532-13FF-4AED-A53F-904952CDAEDA.npy,HSP inhibitor
P015091,B10,s1,CBK278021,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_B10_s1_w66D7B6113-AA37-4139-8F81-ABE3F1D2975D.npy,HSP inhibitor
P015094,F13,s1,CBK289918H,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_F13_s1_w6D9D1D721-0F59-4B2A-B5D7-74CB8304D086.npy,PARP inhibitor
P015085,F10,s2,CBK201093,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_F10_s2_w68D1D9D42-B713-4C94-9D4B-A1CD93D7D083.npy,ATPase inhibitor
P015082,M05,s2,CBK290538,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_M05_s2_w6FE06C545-0B72-4994-A0A7-84CF98A740AD.npy,topoisomerase inhibitor
P015084,H16,s1,CBK041779,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_H16_s1_w67EC90E79-8BF6-44C7-A0B0-B1054437017A.npy,ATPase inhibitor
P015097,F15,s1,CBK308887,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015097-U2OS-48h-P11-L2-TL-run2_F15_s1_w6D86E286B-E916-489C-A943-ACF7A1A10257.npy,protein synthesis inhibitor
P015091,M03,s1,CBK277990,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_M03_s1_w6D52D6A93-69CF-4471-8BF4-37568D8ABE24.npy,HDAC inhibitor
P015095,G08,s4,CBK041804,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL-run2_G08_s4_w6CAA845DE-8BF7-4D80-B5D2-2D4AECFEA36A.npy,PARP inhibitor
P015093,E02,s3,CBK288347,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_E02_s3_w61506430B-B7DD-4817-9850-16B633FDCCE7.npy,JAK inhibitor
P015090,H06,s1,CBK308137,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_H06_s1_w6802D6502-E942-4009-B0A2-6794F40F2A50.npy,HDAC inhibitor
P015091,B10,s4,CBK278021,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_B10_s4_w695378762-1C0A-4404-B1A3-B0234F00C2AD.npy,HSP inhibitor
P015085,C12,s2,CBK290334,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_C12_s2_w64902EF60-F508-41D3-87F7-8563772659BC.npy,ATPase inhibitor
P015098,H19,s4,CBK041678,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_H19_s4_w61DBCD7F3-5168-4EC7-95E8-A3B26EBFE839.npy,topoisomerase inhibitor
P015090,B11,s2,CBK290803,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_B11_s2_w67657B68C-5196-4787-B94B-31E6D0D98048.npy,HSP inhibitor
P015096,F06,s5,CBK307772,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015096-U2OS-48h-P11-L1-TL_F06_s5_w618241288-B95C-439F-B5EC-C4793AD66EA2.npy,protein synthesis inhibitor
P015084,K04,s1,CBK308709,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_K04_s1_w6D0FF5487-9EC3-4A42-AC3C-22FCB3FE826B.npy,ATPase inhibitor
P015094,B23,s3,CBK308321,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_B23_s3_w636E3F7CE-1415-435C-932A-0C4043EF9817.npy,PARP inhibitor
P015083,N19,s2,CBK290538,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_N19_s2_w6318DDF95-1AC2-4A3F-B052-F3E48C88F241.npy,topoisomerase inhibitor
P015090,D15,s1,CBK308482,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_D15_s1_w6C5285911-A38A-429B-AA34-662FD8FD7474.npy,HDAC inhibitor
P015095,E22,s5,CBK290352,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL-run2_E22_s5_w6F5DAEB5D-FD0D-4971-B37B-6FAE0CDE0451.npy,PARP inhibitor
P015082,E08,s5,CBK290538,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_E08_s5_w627AC45F3-C936-435D-A9A7-0038766E9660.npy,topoisomerase inhibitor
P015093,I15,s3,CBK293908,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_I15_s3_w69C3F7B2B-AEBC-43E5-80EE-A6C787AF98B8.npy,JAK inhibitor
P015095,G10,s1,CBK290351,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL-run2_G10_s1_w649B7DA49-58A6-49C2-8221-75AEEC2F25FE.npy,PARP inhibitor
P015098,K12,s4,CBK309016,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K12_s4_w69CCA973A-F0A2-448C-A7A5-692F7C1DE090.npy,tubulin polymerization inhibitor
P015099,I20,s1,CBK308631,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_I20_s1_w609C0186D-40BA-4378-B7B0-6EFC8A4E0AA5.npy,retinoid receptor agonist
P015095,H04,s4,CBK277950,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL_H04_s4_w6C21E70C7-9548-44A7-81B3-A8A7C064EC6F.npy,PARP inhibitor
P015098,B18,s1,CBK016139,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_B18_s1_w6A45134A5-1A11-4A96-8C1A-9F89AE7E2D06.npy,tubulin polymerization inhibitor
P015084,C17,s1,CBK288349,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C17_s1_w6EA48CEA9-A15E-4DFC-99DD-7FD31B561DD5.npy,Aurora kinase inhibitor
P015097,D04,s3,CBK290848,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015097-U2OS-48h-P11-L2-TL-run2_D04_s3_w61E42A061-BA8C-435E-8683-5E974BC7F648.npy,protein synthesis inhibitor
P015091,E10,s1,CBK277968,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_E10_s1_w6C3E058FF-6A08-4CC1-92AE-F5521E5868F2.npy,JAK inhibitor
P015090,F20,s2,CBK041487,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_F20_s2_w682572599-2A1B-4536-AC0B-A44A074121A0.npy,HSP inhibitor
P015095,H14,s4,CBK290205,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL-run2_H14_s4_w6D31DA0A1-905B-434F-A659-DF11C146148B.npy,PARP inhibitor
P015098,D21,s3,CBK309466,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_D21_s3_w6DBF1337F-D8D6-4F56-AADA-D77FBBC69441.npy,retinoid receptor agonist
P015077,O17,s2,CBK200601,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_O17_s2_w6E5508C77-04A6-454E-8CEF-59A0C3ED8454.npy,retinoid receptor agonist
P015092,D02,s4,CBK288347,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D02_s4_w6CB1FA3ED-03A1-4A74-841C-175D539DE06A.npy,JAK inhibitor
P015093,I15,s2,CBK293908,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_I15_s2_w6089045B6-6746-4A23-8307-DE5349276C63.npy,JAK inhibitor
P015090,M20,s3,CBK277990,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_M20_s3_w6D3775183-C6BB-4D5D-AAD4-EC71541C3803.npy,HDAC inhibitor
P015091,B10,s2,CBK278021,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_B10_s2_w68007C577-57C2-4063-9D26-C5A5AE538ED4.npy,HSP inhibitor
P015098,G06,s3,CBK309538,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_G06_s3_w686AB4108-592A-435B-A747-8A8E5A4C7453.npy,protein synthesis inhibitor
P015095,I10,s1,CBK308811,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL-run2_I10_s1_w64F55A03F-B6C2-425B-B65B-3865E0B49999.npy,PARP inhibitor
P015085,N21,s5,CBK290052,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_N21_s5_w697E4DAC8-58D2-46D1-9AF6-9EF0B952AACE.npy,ATPase inhibitor
P015090,B02,s3,CBK277973,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_B02_s3_w6ED21AA71-2D40-4062-B962-005DEFD279B6.npy,HSP inhibitor
P015098,C20,s3,CBK290012,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_C20_s3_w62C5DAA4C-7649-4241-887F-2A343EDB9232.npy,retinoid receptor agonist
P015091,N21,s2,CBK289756,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_N21_s2_w601906CFE-979D-417F-8824-7D5EA61547CB.npy,HDAC inhibitor
P015099,E06,s2,CBK309049,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_E06_s2_w6A9666D2F-F322-47AB-BC74-43DC9CB7EE42.npy,retinoid receptor agonist
P015099,M21,s3,CBK309466,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_M21_s3_w6C3A92547-DE4E-4D40-B0A9-73D6E584F14E.npy,retinoid receptor agonist
P015099,M02,s2,CBK309084,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_M02_s2_w67D4BCB63-9C2B-4C42-B50C-3B75064E0626.npy,topoisomerase inhibitor
P015094,C03,s3,CBK277926,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_C03_s3_w646A0F838-3638-4324-870D-E423A7474FDC.npy,PARP inhibitor
P015098,D13,s4,CBK309049,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_D13_s4_w6DE1403F1-8D22-4E47-A826-2D442C652D88.npy,retinoid receptor agonist
P015093,M13,s3,CBK293908,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M13_s3_w6CB9C7886-DFEC-4148-B51C-B7AFD269CFA1.npy,JAK inhibitor
P015090,L17,s1,CBK289737,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_L17_s1_w6CD92819A-0DC9-46B2-A510-81076A89A463.npy,HDAC inhibitor
P015097,C06,s5,CBK307956,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015097-U2OS-48h-P11-L2-TL-run2_C06_s5_w62D49ABE9-0956-490E-A763-2D6D98D65EE6.npy,protein synthesis inhibitor
P015099,M17,s5,CBK041506,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_M17_s5_w643952D71-1EFF-4EFD-959C-12A0898A024D.npy,topoisomerase inhibitor
P015091,L15,s3,CBK288302,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_L15_s3_w6C10EF343-9556-441A-8F29-3589861CDFA4.npy,HDAC inhibitor
P015098,K14,s1,CBK308966,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K14_s1_w669AB0529-ACF1-4900-BBEA-72C2A2B9F4C3.npy,tubulin polymerization inhibitor
P015090,M11,s5,CBK309488,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_M11_s5_w63100D26A-55A9-4171-B6EE-55930F6562A0.npy,HSP inhibitor
P015098,I16,s5,CBK309538,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_I16_s5_w679EBE821-ECA3-4FE5-BB3B-FFD8773BEA29.npy,protein synthesis inhibitor
P015090,B02,s2,CBK277973,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_B02_s2_w6CFF41C2A-9BB2-4206-BBF4-6AB2536CEA21.npy,HSP inhibitor
P015090,K17,s3,CBK308232,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K17_s3_w65948B63B-846B-41D4-A53D-34861B014808.npy,HSP inhibitor
P015091,C14,s5,CBK290945,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_C14_s5_w636049035-D2B8-4939-B41D-9B1258F8044B.npy,HDAC inhibitor
P015094,F14,s4,CBK277970,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_F14_s4_w610CECE55-3E56-45A9-B9A2-71520AC056BA.npy,PARP inhibitor
P015099,F02,s1,CBK011613,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_F02_s1_w6D80FE153-588C-4EA2-86F7-C8DA771F5A3F.npy,retinoid receptor agonist
P015095,H14,s5,CBK290205,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL-run2_H14_s5_w6CF369E60-95DE-4661-9AAB-70D694894285.npy,PARP inhibitor
P015098,J22,s2,CBK308819,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_J22_s2_w6AC463610-FB45-4CAC-84CC-12B63FB0FC23.npy,topoisomerase inhibitor
