,plate,well,compound,path,C1,C2,C3,C4,C5,moa,_merge
573,P015086,N11,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_N11_s7_w1C308AFCA-4A75-469D-B126-45BDD1C5F850.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_N11_s7_w2798E770E-EBA5-48AC-B213-77B5261D3D7C.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_N11_s7_w33586297B-E095-4815-B59B-2E3659443C88.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_N11_s7_w453FEA099-855E-4AEB-8F9B-2DEE46C9B6DB.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_N11_s7_w581A85EC5-C203-493F-A85D-7ED034691343.tif,dmso,left_only
574,P015086,N11,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_N11_s8_w120D6DA1A-7517-4206-8D7A-714F362F6496.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_N11_s8_w2A48691EF-E89D-46D9-ADEF-94D9F65BDA78.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_N11_s8_w3AE733703-5367-420C-8CAE-5EB9F6F792D1.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_N11_s8_w4486F4C7E-E1A5-46BB-B13E-F3279E86422D.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_N11_s8_w5D299E1E0-1B41-4A73-B347-D3931212F4AE.tif,dmso,left_only
575,P015086,N11,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_N11_s9_w1BEB1A297-6FBA-4CE6-BD95-E251AECC77BD.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_N11_s9_w22EF9DB5F-630A-4DC6-947F-E652FE8EC5DB.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_N11_s9_w319F8007F-F0B7-40E1-852D-05213596128E.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_N11_s9_w430991480-694B-4FC1-A0F3-152070F110EF.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_N11_s9_w5C978D471-CD5E-4023-B89A-33B879080F81.tif,dmso,left_only
576,P015086,O02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s1_w1DD28DC4F-1043-4F46-85A5-4EDDB588E9EF.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s1_w246272566-F260-4796-8A32-2D4DD45236FA.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s1_w3E77C51C2-276E-489B-A305-72EB25365BFF.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s1_w459BB83CF-2D03-4F65-8B76-71C3BF41F5A1.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s1_w585E8F49E-6FE5-40F6-8FA6-64A8F87B3816.tif,dmso,left_only
577,P015086,O02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s2_w191AB2DEA-E3BF-4DCC-875D-14AD65488A99.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s2_w2C2B9D792-32A8-45F4-B3A3-46073BB472FA.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s2_w3EE016A96-CEAD-467A-8AA5-FC453271EF3D.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s2_w4559DE8AF-C6A4-4E88-B44D-34AED057BD16.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s2_w5CDD079FD-29D7-4BFA-A8B7-682E443EBB1D.tif,dmso,left_only
578,P015086,O02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s3_w1B3B72D5E-6F60-4943-8A27-0AEE7F7871BE.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s3_w287828D6B-5898-4681-ABB4-CE64FD855D61.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s3_w350852BF8-C85A-470C-9206-0F28FCEE4591.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s3_w4F617BA6E-8FFF-42BE-9760-7536373932B3.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s3_w5D417681A-FAEE-43E4-A884-57120CFD2EA3.tif,dmso,left_only
579,P015086,O02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s4_w1264D2A05-5FE2-4B83-9FA1-5B6FF70464CD.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s4_w20B19BF9F-F482-4268-931E-F2C34D08B3A4.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s4_w38D20B724-0C95-4736-8236-9236ED227935.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s4_w4D018A3DE-6871-440C-8D44-59E960D2C284.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s4_w5E13BFD83-40F2-4134-BC19-E7BAA864D0A2.tif,dmso,left_only
580,P015086,O02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s5_w1B6EF584C-041E-4CE2-B906-AB074569C558.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s5_w208C56810-A62E-4A7D-B3C0-19936AA29724.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s5_w351BCBEF2-867D-45BF-8E45-044482EF5C21.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s5_w4FD31F446-8590-4F45-BA73-45A31EEA4B57.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s5_w58F4689A2-6B79-40A5-B41D-915BD4087B6C.tif,dmso,left_only
581,P015086,O02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s6_w13E9BB823-1502-4080-9343-2932754ECE57.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s6_w2DFC91CDA-43EA-4FC4-8F5B-35DD97223AC1.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s6_w305A595A6-4A5D-4FFE-8817-A053747F512E.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s6_w4045E6089-4BC0-4C7F-BFA1-703520D6DDD3.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s6_w506CFBB0D-4108-4956-A681-3A5E5B2BC211.tif,dmso,left_only
582,P015086,O02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s7_w163A8B6B8-50B2-4C90-8E61-9F8C487B7D55.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s7_w25AAB1390-48D9-4AFF-8206-C669D800AC84.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s7_w39D508261-D971-4310-B062-BE5C1C9BE4BB.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s7_w413FA4822-53B7-493D-B4D9-6DA44DF22547.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s7_w54223242E-B09C-4302-9C1C-6504B48089D4.tif,dmso,left_only
583,P015086,O02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s8_w131EAE8B9-8AA0-4C14-A547-9495C88A99DC.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s8_w253FE1753-ACE8-408F-AE8D-02575E215C5B.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s8_w32732062C-D558-47AE-9E96-7E981DF8033F.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s8_w4FEB019FD-7BDA-47C7-807D-CC681BA91718.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s8_w58255C246-77C7-47EB-90CD-7D760C13BEBB.tif,dmso,left_only
584,P015086,O02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s9_w17D499043-D45F-46D2-94FF-97C704E37A67.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s9_w232469696-9C34-4A02-BEE1-B59B58DF4E0B.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s9_w3CC7735AB-9F24-42D7-B39C-690F335B111E.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s9_w4B1218D6B-DA07-450F-8AC5-088BE1D34FE1.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O02_s9_w5F196CD1E-F7AA-40D4-80EE-D4BAFBF0ADA8.tif,dmso,left_only
585,P015086,O04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s1_w152297407-EF1A-437B-9E39-06339524D693.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s1_w2292BAD7A-00FC-4003-A278-B1E22486127D.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s1_w3BEAA9839-65F3-4C25-9534-BB5F4D6CDF30.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s1_w4D3CA17ED-BA45-4CA2-A571-798D632305D4.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s1_w5D36609A5-407D-4C19-838F-0C08C77BF2AD.tif,dmso,left_only
586,P015086,O04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s2_w16B5B4D52-0735-4A04-B6B1-4B3DC00B042A.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s2_w2F8A9C787-1140-4AA7-9CFC-C2760984712E.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s2_w3018C8AFA-164F-47C2-97D9-6B0ADA54D06B.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s2_w42CE7025A-9083-486E-870D-FDBDF115FA53.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s2_w53EBF5866-3B98-42BF-B644-46F49C4952B3.tif,dmso,left_only
587,P015086,O04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s3_w1C50E6A1A-8282-4DD6-8DD2-F239279FA6B6.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s3_w2712BBFEF-0420-43BE-8440-9CA4B28AF74D.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s3_w3C9F55671-28E4-419C-9572-1CFB67895D41.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s3_w478ED81A2-98BC-4D90-B463-99E352B0DD43.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s3_w5DDD45391-ABFF-46B6-B381-CB74A888D52B.tif,dmso,left_only
588,P015086,O04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s4_w17F8737C0-3CB2-4318-8E95-7D72A4F4C690.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s4_w24FE6E045-C0F0-4874-A24D-31FE0D4B6B1A.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s4_w30B4F0B54-461B-4F69-859C-9C1A1F0C2C60.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s4_w413F64733-EEC4-4DA8-B30A-F5502400FE90.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s4_w5EBC5F56D-4393-4589-8BEA-0F0F69CC4EFD.tif,dmso,left_only
589,P015086,O04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s5_w1B92FCA57-6C12-4190-846A-EFFD30A36E6E.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s5_w2D90C74F5-BA88-4401-A60F-4DC3DA3CEE49.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s5_w3494FE68B-B43B-4654-AA7F-6354D419E767.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s5_w4E1D1D946-861D-4D0D-949E-91D48763A7B5.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s5_w516736208-F9B1-4403-9B44-51823091D25C.tif,dmso,left_only
590,P015086,O04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s6_w189EC2145-689B-453B-80B7-EB12D8DDB419.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s6_w2AECED06C-F01E-4E70-8FD2-AB20C6EF83FC.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s6_w36D96DE89-533D-425B-BA1E-21D7B4335D69.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s6_w4EF142FBB-DC62-4CE6-A545-D1CD5856F6BA.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s6_w545E54986-7AE5-436A-95CA-FA40FF01A1D8.tif,dmso,left_only
591,P015086,O04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s7_w1CEBFAE9D-0AD7-4C8E-8194-3E9584088FF0.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s7_w23494D50E-EFCF-4F12-B32D-8E6D5C4A7498.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s7_w3C2DE5143-542E-49D6-A5E4-E87DCB20FE47.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s7_w4A51FCECB-B226-4784-A08B-F6CB0B9C142B.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s7_w52E331CB6-D5C0-4507-9A01-BCC59FCC6775.tif,dmso,left_only
592,P015086,O04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s8_w18FF174F5-56BF-473C-8110-B2FB6F10E9AB.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s8_w2593D2338-7441-49F9-A541-1D478D0FC7FE.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s8_w324F6CA36-3D9F-4DF9-A3A0-B3359A5057FF.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s8_w4FB466092-EDE9-4F04-B1C7-0370789C428D.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s8_w5122476D3-BF8E-4FAC-9F26-5EBAD3132989.tif,dmso,left_only
593,P015086,O04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015086-U2OS-48h-P6-L1/2021-12-17/852,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s9_w1F0378295-5C81-4A17-99C0-3C9A059A2EFD.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s9_w2D5AA5D21-91A6-4390-9B11-B25754103DEF.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s9_w3AFE90FD8-198E-4BA7-B6FC-B1E0E91E7083.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s9_w4621043B9-1169-4C32-BB9E-9BD7BA8A8EAD.tif,specs935-v1-FA-P015086-U2OS-48h-P6-L1_O04_s9_w5C6B958D9-ADDB-4885-BE26-C39DD49D17E0.tif,dmso,left_only
594,P015087,B23,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015087-U2OS-48h-P6-L2/2021-12-21/868,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s1_w137B2C048-9B8D-440E-AD52-3BA77829BCB2.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s1_w2E1A89572-58C2-4780-B3B4-93181EFBD1B1.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s1_w3025327B7-E0D7-4A1E-8775-D88AA28AA1E4.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s1_w470A5EBAA-8E0C-448A-AED3-3C99A6D1B70E.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s1_w5232C0B2C-A40B-48BB-9ABE-23A705E9363B.tif,dmso,left_only
595,P015087,B23,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015087-U2OS-48h-P6-L2/2021-12-21/868,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s2_w19A92430C-907F-4D2C-B5CD-FDFE35A1D3DD.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s2_w2CC22EA39-3E2A-4BC5-A7DE-EB1720CB4FD3.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s2_w3E5984383-A1E2-4D17-A512-6BD6D3035F29.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s2_w44290E40C-A929-4DA7-A83A-99B8326DC62B.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s2_w5DCD073D7-3570-4C47-B3E0-501E5DE36B6E.tif,dmso,left_only
596,P015087,B23,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015087-U2OS-48h-P6-L2/2021-12-21/868,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s3_w19BF334E3-1BE6-448C-B9DA-9AD661EC89ED.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s3_w25D74E407-86CF-45E1-AC5F-54FBF299D3AE.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s3_w3F3154ECE-CC2B-4714-A279-E5F1DDBA78D9.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s3_w4429F67CA-17D1-466A-B275-3190DFAFC143.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s3_w587CE73C1-91B0-4EFB-9280-88A344E0F1DF.tif,dmso,left_only
597,P015087,B23,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015087-U2OS-48h-P6-L2/2021-12-21/868,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s4_w1A698B01D-20EC-4663-A1DD-00D7A56F7DEB.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s4_w2C9823CC1-23F6-48A2-8455-E0FE505BB07F.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s4_w367E3F5CF-475F-4DED-8E1D-485E087D8C19.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s4_w440616CEE-E1FB-4801-A565-1C5CD7E1A01B.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s4_w5E85F874B-5A8A-4B47-9775-D1F8A9756A88.tif,dmso,left_only
598,P015087,B23,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015087-U2OS-48h-P6-L2/2021-12-21/868,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s5_w13CBDB9BD-E9C5-42DF-82BB-3AB0DB3071CB.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s5_w28AA29539-B570-434B-B5FD-F4AD4C8E4216.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s5_w336779377-1A7C-4895-B7E7-C873BFF75DAC.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s5_w4ACBB3F05-B02A-4F82-A8C2-FC37389D4015.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s5_w51755D77D-EE23-4235-A7DB-6732D1DA6C3E.tif,dmso,left_only
599,P015087,B23,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015087-U2OS-48h-P6-L2/2021-12-21/868,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s6_w14A3AFDE2-626B-4A8F-987D-11B59210DBB2.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s6_w2B9EB2487-D272-46D4-AF1A-D471336467D9.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s6_w37F5F4265-89F6-435F-A06C-C2C7BD779093.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s6_w486DD6173-8D8E-436D-9ED4-2BA4BFCA5B08.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s6_w531B7A09C-BEF1-4EF9-96A9-2E7CE66A1449.tif,dmso,left_only
600,P015087,B23,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015087-U2OS-48h-P6-L2/2021-12-21/868,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s7_w1A1D0BEB6-BA74-4D2D-B654-CCA7E388BB45.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s7_w2C4FDED79-0A7D-4D50-9DA0-D57DC9B67799.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s7_w306E42F2A-B20B-4375-ADE2-9A248519EA78.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s7_w4A82C34BD-AEB0-4C2D-9DB6-D4013A594CE6.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s7_w599CFFBE8-39DC-4E37-A4F3-2551C5698C10.tif,dmso,left_only
601,P015087,B23,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015087-U2OS-48h-P6-L2/2021-12-21/868,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s8_w127A52C73-8A81-43DB-962A-29D8134F83CE.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s8_w20AD31C5B-2925-4A19-A4CB-E8976F29BD0F.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s8_w3E031C258-B50C-4D32-B734-F8AD862C5696.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s8_w4DD4B97DD-55EC-4CE4-A16E-030F970F31FB.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s8_w541832DF4-5C3C-415C-8DF5-FC4266C431AE.tif,dmso,left_only
602,P015087,B23,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015087-U2OS-48h-P6-L2/2021-12-21/868,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s9_w1A39366D9-40A7-4AC1-A8BD-4F15F472D585.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s9_w2405E5DED-6D52-41F5-B6B7-B04926966507.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s9_w3C361AB4E-1072-4C74-BE45-14CBB3EF1BE9.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s9_w4EC2D3B48-87D0-4D8F-81AA-20044778F545.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_B23_s9_w555DBE295-633A-4DFB-BA25-59E6449782D3.tif,dmso,left_only
603,P015087,C07,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015087-U2OS-48h-P6-L2/2021-12-21/868,specs935-v1-FA-P015087-U2OS-48h-P6-L2_C07_s1_w128642C72-3046-481C-830D-2D712410E525.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_C07_s1_w2843EE028-D573-4BF9-B3D0-120C22FA8D0A.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_C07_s1_w36F58F9FB-455B-4C15-8AB7-8E1481815792.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_C07_s1_w4D3498724-E213-42EC-8C20-8A99F559B5A3.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_C07_s1_w55891C622-397A-477A-8DC1-3FFDDCE6A629.tif,dmso,left_only
604,P015087,C07,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015087-U2OS-48h-P6-L2/2021-12-21/868,specs935-v1-FA-P015087-U2OS-48h-P6-L2_C07_s2_w1F7C2DC62-6B64-420A-A83C-E8D201585BB2.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_C07_s2_w2C3CAA507-96A2-4CAC-AFE3-204E20FB89F2.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_C07_s2_w39BA20D60-D108-4268-A90C-0D69AB26877D.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_C07_s2_w4B21A9407-3F10-48E6-BA95-1FDF9D2FD172.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_C07_s2_w5975CE745-DE06-479C-A9C5-11A1E1C8A600.tif,dmso,left_only
605,P015087,C07,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015087-U2OS-48h-P6-L2/2021-12-21/868,specs935-v1-FA-P015087-U2OS-48h-P6-L2_C07_s3_w1F331D94F-BF65-49E6-AF5A-AB1B86172F20.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_C07_s3_w2F9BFA074-5CC4-4CB2-9978-860057B4A0EA.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_C07_s3_w34D786FB3-C5D8-41E0-B2F1-A2A12ED50891.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_C07_s3_w4CD4BCC66-1ACF-4155-84F4-DC8FB0B22CD1.tif,specs935-v1-FA-P015087-U2OS-48h-P6-L2_C07_s3_w5D302175B-0FEF-4DF1-BC6A-AFB4FBC2D7D9.tif,dmso,left_only
