plate,well,path,nuclei,C1,C2,C3,C4,C5,C6
P015093,J10,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_J10_s4_w1FAF342C7-8DF2-4177-88CC-1FF8F51F3638.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_J10_s4_w2E86D11EA-9F3A-4D78-8E7B-72879A14A4D8.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_J10_s4_w3794BDB53-CEDD-4459-915E-EB623988BA82.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_J10_s4_w4E8FB4DA0-C64A-4F03-81DE-E80892A84FD6.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_J10_s4_w57E097586-F598-463D-A381-5FEA0703190C.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_J10_s4_w6FD53412E-316A-4FAE-8F2F-B172E17E308B.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_J10_s4_w7A38AE620-4A24-45F6-BCF0-BC1792D21DA4.tif
P015093,J10,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_J10_s5_w18BE3ED01-13B2-41D8-8BFF-C3F6EBFDC53A.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_J10_s5_w25A09E185-291F-4FE7-B1EF-975229607FFA.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_J10_s5_w39EA90120-F34F-4981-82E8-EEF8A69F1EAF.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_J10_s5_w4F357AED4-D698-4531-BEC4-BEDC61D4F6A6.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_J10_s5_w550110245-8531-47C7-83C4-F2112EA83AF4.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_J10_s5_w6D3423A05-6079-43BE-AB7C-8C040B034049.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_J10_s5_w75E698630-A53A-4BE7-9B47-57D81A3FBF98.tif
P015093,K14,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s1_w16D082E3B-C503-4AB4-B002-1EDF3D668A72.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s1_w2367620C8-E49B-4674-9F37-4467CBAE815E.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s1_w3BBA59585-E2CB-4C7E-8C6C-79784D4FCD39.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s1_w4F2A81104-9F4F-4810-A978-BB2B1C952A36.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s1_w5952140AC-EB1A-4B4D-AE02-9207E502B4ED.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s1_w6D9AE9D44-BF24-4DAD-AB89-855E494E18B9.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s1_w783B7C7F6-901D-4021-8560-8B651B94E930.tif
P015093,K14,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s2_w1B80E4150-2C0A-4BC3-94BB-4AC4622C5815.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s2_w2C87C9991-7BEE-4541-8219-A8A06E070392.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s2_w3C686E6A6-B698-46E2-BD80-6D81E1529069.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s2_w43973DBBB-6B81-4B52-AA5E-C2DA9A53F0F8.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s2_w536F2987A-3DE0-4D14-9311-423EE262E8D2.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s2_w6C3DA01A8-0B16-46D9-A892-FCBD4DC62A08.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s2_w7CC4481DA-8015-4107-A33E-84621FB12E8D.tif
P015093,K14,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s3_w10BCE006E-4B7C-4E58-8DEC-8DA6B1507197.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s3_w24B90DC83-11A6-4EE9-AC6D-15B7CE512148.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s3_w303B48276-9307-420C-9FF1-97AF767784B7.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s3_w41B48557B-1B87-4642-B730-E4EFE095D098.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s3_w55DF25FBA-C991-4B89-A263-A5FFE7A5C74C.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s3_w63ABF6DE3-5C98-49B7-82C4-743EF375FA66.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s3_w7FAE4AC65-2D2C-4128-B7CD-74829BBD1A5F.tif
P015093,K14,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s4_w15C57AFA5-841E-4EDD-9D3A-7667CEE9CD2F.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s4_w241F22006-5983-40CF-9292-5C1AE4529F1C.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s4_w36FA6910A-5E8B-4BCD-864D-AC6296D11190.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s4_w46B14EA37-CF87-4634-A500-D1C265484C1A.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s4_w5062CE8A2-C1A1-4579-85B1-462623069CF1.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s4_w63D9C2284-427A-4B37-BDAA-808E8E96B025.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s4_w7985B61DC-FC1B-4A4E-A3FE-6FC944FCD36F.tif
P015093,K14,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s5_w1FAB24565-6D54-4D28-8124-DD3DEC6F1D4C.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s5_w22398FA78-00CB-4D81-854D-ADFE900AFAAF.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s5_w35F20AC72-B22B-4949-8F1F-CFD27E631ABD.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s5_w409D2C927-D2D7-4663-83D2-48AB06B3BDD8.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s5_w5AE6FD98B-B834-4F1B-A6CB-F8FDEA5371BA.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s5_w6E0E25C8E-3F82-4DF5-9461-892170939312.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_K14_s5_w7ABA9E534-47F4-44E3-8409-0C094C9F0F98.tif
P015093,K19,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2/2022-04-01/996,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s1_w1E5292677-297D-4D2F-82BB-5239786ECA4A.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s1_w22346C02E-3FEB-4D1E-B8DB-BA41237CFEC6.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s1_w350778ED6-992E-4723-B50C-EC1100576634.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s1_w443FAA196-0801-4E2A-8914-A198B4A30C74.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s1_w5A6E65BC3-DD76-4BDF-8904-D05D2E4052E6.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s1_w6EC5CC923-1DC9-4B80-A49E-C77297CD023E.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s1_w72083855B-68D1-46AB-BCA1-1934DDFEC009.tif
P015093,K19,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2/2022-04-01/996,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s2_w157B157B8-6C08-44C7-A27B-C17E60A99EF4.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s2_w2C6EF004B-6851-42CB-8E98-9600E415AD0E.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s2_w39E0B4ED5-24FA-4D93-83BC-003DF4CF98C6.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s2_w4B79EFCCF-1E54-4013-8911-C25851EDB2E4.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s2_w50CB02FA7-52EF-4047-96CE-051E5586C6B9.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s2_w63934A220-DAD5-49A2-8269-99F3194156D3.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s2_w70D048837-4A2F-448E-BC67-C2C50BA7884E.tif
P015093,K19,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2/2022-04-01/996,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s3_w118B016B1-C9C7-460A-A2C0-E0EF35358B96.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s3_w21A9A033F-F9FE-4131-A5D7-2E2B4DB3EA64.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s3_w337B56058-520F-4D31-ADB6-85757D57F3CA.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s3_w4FF53E187-E37D-4404-B909-3961D1960AF0.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s3_w550F8E774-36C2-4F30-8D88-44A5D6AB6B54.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s3_w6130E40B8-6F43-42BF-9293-F8EB9EBE932B.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s3_w7AD44C4C8-D0B4-4DB6-AE59-152139A09E06.tif
P015093,K19,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2/2022-04-01/996,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s4_w13569B0F7-CD3F-48FB-BB51-3790A9A9A06F.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s4_w295775184-D86A-494C-B754-E3FCA2CE3694.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s4_w3AE2D4FA8-1181-4458-BC60-CDD62406E84A.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s4_w4DBF11535-B2BA-4951-9A89-DD95B2853953.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s4_w55B5C9438-0296-4AB6-BE92-893BBB224450.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s4_w6E0124BB7-5163-4EE1-B2AE-D5CA7BBF2F28.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s4_w723ED454C-D866-4BA2-90D4-E16D189FCF35.tif
P015093,K19,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2/2022-04-01/996,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s5_w17CDEDDA6-75B7-4BDC-9094-B8E98A7FA6C9.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s5_w26FD69053-B0FD-4AF2-8C7A-3ED75A354E10.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s5_w302D2EA63-7DBC-4BDE-8C55-AC3C9AE80DFC.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s5_w4DE20A3B6-5785-46A9-A2A7-4EDE4314CC85.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s5_w548F04F8D-6946-4332-A7A2-F3E20DE99A79.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s5_w6001ACC5D-80CF-467D-87EB-93748E7C890B.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_K19_s5_w79945A3ED-E91F-4264-A644-4F303868F835.tif
P015093,L02,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s1_w11CC63E25-2B98-4872-8CB2-1B23C8B4403A.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s1_w2FFF6E972-23A2-441A-80AB-9AC86E25D932.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s1_w377CD61EC-CDF7-4F15-8E84-EA6E0005D3CD.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s1_w43367F9BE-177E-4F70-8E4E-1E3D99E68ACA.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s1_w5CE49E052-AC30-43FB-9723-7CD4A6E2588D.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s1_w68DCEFE0E-9382-475F-9EFA-D47C5B79DD56.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s1_w7B56349CB-70C6-4526-ACB1-64D4E24DFBB2.tif
P015093,L02,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s2_w19C4062E2-6405-4D17-811E-FFF7EBB3634A.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s2_w2B215C187-B663-4B15-B6BC-6C0157B7FA6B.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s2_w3C27250CE-0A0D-4757-81EF-B008CA552ED8.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s2_w4F123788E-8B8A-4DC1-AC46-3C1C29820749.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s2_w57226909F-6D15-49E8-A47C-DCA626B6387B.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s2_w672B94B92-2C4D-4584-B764-8F09455FDA6F.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s2_w7EB8C1EED-A051-4A06-8472-3E05A3B76EBA.tif
P015093,L02,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s3_w1120B5B72-7AAD-45AA-A9BE-4B7465C85367.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s3_w2D693A524-DBBD-49BE-B7C8-17F3923D54B8.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s3_w35C4C3DB5-54BE-4E25-8C6D-427FDD7013E7.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s3_w4C96CC33C-D768-489C-BA8F-EB29198F20D4.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s3_w506BF18BA-F882-4042-BE14-AE157858DE98.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s3_w6BAE33E90-7672-4B7D-830D-19F9D5C5343F.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s3_w79EBD5FCB-A5D1-40FC-B56B-52D5C24309DA.tif
P015093,L02,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s4_w19BAC74FF-2E6E-4EE8-8492-E2E3B3CDB8DD.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s4_w2E2A49D75-E343-4790-B6A8-A108BD48D45E.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s4_w3D7A43FD6-B3E7-4640-9A35-AB01E7268C29.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s4_w4592658D6-CEAE-4DBF-800E-4177E239528B.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s4_w5037B9A5C-24FD-4804-AA8C-BB3C6207A830.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s4_w63A52E003-E1EE-4064-AB99-7CB571E6596E.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s4_w7853FA7EF-ABC0-41E3-B889-894A3FB71DBD.tif
P015093,L02,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s5_w1F88E754D-E4BC-4842-BFEF-77FAA70B71F5.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s5_w296CA989F-B936-4064-A3B5-6FD89038F195.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s5_w33E7F64D5-8B36-4881-995C-F16101F4BC6F.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s5_w4DBB35000-64A2-4A8A-9E53-8E83E2F7BD38.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s5_w503C6B539-EC29-421C-A69E-C0E95913134D.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s5_w6AD525289-A32B-4A7B-BA27-68DCF7F19CD8.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L02_s5_w7EFA3BBB1-3E90-46ED-9E50-5E9BA595D816.tif
P015093,L17,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s1_w1C863BD85-EA59-435C-9FD1-846386EA5850.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s1_w2760C6B09-2375-445A-929D-E89C58C4D96F.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s1_w3B517C4CD-8AFF-40E3-BE9E-636BAA1C862C.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s1_w4A6B9E43C-E9B1-41D9-9049-4ECE2FB381B8.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s1_w5B7366C27-3E27-4BF2-87C1-A15E56EAF780.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s1_w638D79209-C545-48CC-BB61-A00390CB4AE0.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s1_w70571C693-EEEF-4D40-AEE6-6A47D6B5C032.tif
P015093,L17,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s2_w19139AC0C-6B90-4400-B534-62530EA99A2F.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s2_w26380959D-5E2C-4C3B-9A5B-B52425611003.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s2_w38C59060F-1A25-4569-94D8-FAFF6031EB92.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s2_w4EAA41C4D-48E0-467B-82C3-6BD86268BDB5.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s2_w518DF66C9-30A4-4B5F-9A80-2F006427E002.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s2_w6A057486D-A1B9-4B03-87B7-5B512A66F570.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s2_w7D7B3A2FC-0453-4ACF-8B0A-E9BD40C9E337.tif
P015093,L17,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s3_w15A0F3574-26F8-4E42-8070-7FD5234104AA.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s3_w2927C608B-7534-45FC-A105-2E4C6A4D6A14.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s3_w3371FB151-6EAD-46F4-B0B7-95B2F6591C19.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s3_w48F9B2C79-B46C-47E5-840B-36CE5C6AA421.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s3_w59D572EB2-E0F7-4DA6-A238-B527F88B646A.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s3_w643B747BE-28CD-4A8D-A484-47036D53D0D8.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s3_w76359BDA9-EA61-4BC3-8601-252F2F7B5266.tif
P015093,L17,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s4_w19576A78F-F2B6-4696-AF4A-A6C7A2ED03D8.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s4_w273C5C025-FD99-46A6-9120-1FD05E7974F6.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s4_w304951641-3942-4569-B7DF-9FD4D851FEDF.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s4_w4B550B7BE-D107-4AB5-8304-82BCE67B795E.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s4_w55ADF5EA9-4C79-412E-8AC0-098B5D7F165D.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s4_w608ED2E4F-1123-44BF-B936-2BBFAA049F6B.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s4_w706C45F69-B6A4-4E06-B87E-F49DA0388E8D.tif
P015093,L17,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s5_w1DC6C25FF-AA90-4A0C-BE1E-8DAF1C41D66F.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s5_w22C635FD4-FEF5-461C-AF71-85B14F9E53C0.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s5_w34AB707A7-BC8F-4625-9642-1EB99A887B21.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s5_w4B1578DF1-AD6E-487D-B68E-BAE607708157.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s5_w5977AF21C-0FFD-439A-B468-7942E6EB8F3A.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s5_w6B6FAF2FC-140F-41FE-84EC-655A69ECD408.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_L17_s5_w70FF81270-C81B-4236-B45A-4D3664FAD9E9.tif
P015093,M04,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s1_w1CF45939C-F08B-4E86-AF78-3926AA6BBAC0.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s1_w28A3418E7-2AD8-4C9A-9497-D32EC1DE47EE.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s1_w3B37781F0-5F2E-4D1B-81F3-DFCD220286F5.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s1_w4DF1DDDA8-1BFA-4EF3-ADDF-CA9294830C19.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s1_w5EDBBC693-3B5A-43E7-A7D3-71347914FC55.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s1_w6EC4AFECE-3DB2-420D-9FAE-C916036311F2.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s1_w7CB2CE144-5D54-440C-A4B3-5E5C96B9DDD5.tif
P015093,M04,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s2_w1C4E8B7A1-FA42-413A-8F3D-CBCCAA416967.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s2_w25B0C4792-9B0C-4497-93F2-88CCED40BB47.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s2_w3505EAC43-CA3B-4FFE-A183-FADACDEC62D8.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s2_w404BB0413-7C84-4DC8-8E37-10B188F37F83.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s2_w5CB0264AA-31CF-493C-A69A-6D1B678B8718.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s2_w6F5297047-2ABC-4C9F-B13E-62DB1EC8565D.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s2_w7E6B412D2-2AAC-43B3-9C8D-D2CD2B0D668D.tif
P015093,M04,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL/2022-04-01/995,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s3_w1DC24DAC1-9AD2-4E2B-8887-9556CFAF376A.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s3_w258B6FD90-73AF-453F-9F08-1AA4FB275A7D.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s3_w3679214C0-6436-47CB-8D23-6C54EDA85D3D.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s3_w46E6BE013-B0B4-4992-9F1E-CCE425CA6FA8.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s3_w562D7DF19-7B3B-44E5-B5DF-81D3BFB077E8.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s3_w67F86FBA6-7C6E-4E1B-88A0-480C0B1EF881.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_M04_s3_w7969C27CB-0436-4453-8AAF-83146AF806D9.tif
