plate,well,path,C1,C2,C3,C4,C5
P015088,D17,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s5_w1259F7C08-CF2A-4D25-98C9-F1D1CC622275.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s5_w21DA34446-F494-4392-A026-E6CF42D19032.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s5_w32ADB1D38-2779-41DC-97A7-E36445D23963.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s5_w4300FD902-362E-40F5-93FD-236472C3A082.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s5_w5D8300A36-E08A-48C5-8635-2C433A1FD8E0.tif
P015088,D17,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s6_w1B26459BC-57BB-4F5E-872A-B9766E84F6C5.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s6_w242B4CF31-6876-488B-B9F3-FAB5DA7D694B.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s6_w381A09A75-DB8C-4069-81D9-4BCE81B74366.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s6_w4DB12C74B-DD70-41D8-A19A-59042BB83D68.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s6_w573E97A33-DA9A-42A9-A71D-5F308E06FE05.tif
P015088,D17,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s7_w108DB78D4-5900-4B2E-9476-E367C7A88D3D.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s7_w2AB0BB10C-05BC-4661-B1C3-D03435236B1A.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s7_w323590557-2FA7-4342-90AF-A864B76365B3.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s7_w4AE16155A-D4AE-42B3-AE63-11465C1E7B2E.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s7_w52526ABD1-9259-46A3-B374-585966EDCF11.tif
P015088,D17,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s8_w193F62E79-790F-43F0-A8AD-0E84C51820C0.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s8_w28A53ABB0-AAE2-474A-B34F-CABED6386E11.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s8_w3162694F8-2BF2-4B12-844A-0EE329F6AB05.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s8_w455906950-F6F9-4082-89A9-E7F6B0927F7D.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s8_w5895564E4-058B-4224-8CEC-FF72569FCC99.tif
P015088,D17,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s9_w1F1A2BC51-236C-45DA-9375-971BBF9097CD.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s9_w2E7CCDAE5-2736-4267-BBB1-0B34D5DD2698.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s9_w3809A7B3B-356C-4A7A-905F-43112DAA2DED.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s9_w40550BD37-45FC-46A2-8A99-A0BCEC6A216F.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_D17_s9_w52E77C06D-DFDE-4FD0-B898-829842F08340.tif
P015088,E11,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s1_w11F0EF59D-22B4-47CB-9202-72CB53A33AA2.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s1_w2B527FEED-50C1-4C21-803B-4CEB282AC634.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s1_w39FB09E18-71FA-490D-BD2F-7E40F70EBBD4.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s1_w4DD4B376E-45C2-4E84-8400-966FB58F91C4.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s1_w58D13F0E1-2650-47B0-8BC8-67AC8789FEA3.tif
P015088,E11,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s2_w13E4F4C01-33D0-4C15-8D97-D2F910702BCD.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s2_w2A7459649-A1F7-4F95-8FAB-7D43A6982294.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s2_w39D6901D3-7302-4A69-BBC7-223EBBA9D490.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s2_w4558F14A4-9232-48E7-8D18-E68AFBFC3B1A.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s2_w5640273BF-6831-4BE2-A0F5-93B8B40F85B4.tif
P015088,E11,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s3_w16D05E2DE-EE60-4D89-BA70-76D4E4C5999F.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s3_w2ABF79756-D2B1-465D-834D-530B590CAD6A.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s3_w33B88B0F9-B738-48AF-A0C3-31DEAD901C11.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s3_w4332B2B28-6D3B-40F7-943B-1174FBF8911E.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s3_w54E0BABC6-D6F0-4EC5-94E4-16F12364EB8F.tif
P015088,E11,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s4_w199D35A59-CBDC-4D99-AB1A-BA5116BD7CA2.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s4_w2E5B72EE7-C28E-4604-93E8-52AA410B138A.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s4_w3AE3AFEAB-5C4A-490D-B58E-9E62CD5215F5.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s4_w42BDE5A04-6702-485A-90F4-38DCCDEB885F.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s4_w51B5CAC7D-6673-40A2-AA05-1CA160207A9A.tif
P015088,E11,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s5_w14AD476D2-6635-4441-89A5-DAC20CA568B1.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s5_w209E23E3C-4159-4BFA-A742-CD96607F8973.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s5_w3756ABF23-6845-4FB9-97E1-25F28280F370.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s5_w414B958FC-56F0-49A0-97B9-E06F32428F4B.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s5_w549B07C5D-9486-42B3-A68A-DE727BB24184.tif
P015088,E11,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s6_w1C0B1E4B7-6642-43F0-AA21-007BA167B62F.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s6_w268F7EE9A-E42B-4B3E-8CEB-193A7F4F07BD.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s6_w39B13621A-432C-473C-8204-1ADA9F53DBC7.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s6_w42FEDECA0-A5FB-4213-8B6D-F237BE30206E.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s6_w50EC4AE23-9356-4280-90F0-06A2A72BB6CB.tif
P015088,E11,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s7_w1E6B674AC-2380-4C0F-B94F-3DC1DE2BE81F.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s7_w25275BAE8-76B4-4A6B-8368-F5DA26348C6D.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s7_w3B386255F-1EE8-45D8-88E4-7E0715F7528B.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s7_w4C3A3B773-8A22-42C0-86E4-AB12CA0D18B2.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s7_w55249B6A2-E91F-4E36-B534-374DEF9B2963.tif
P015088,E11,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s8_w1DDB99F8F-4C57-419D-B869-1200087E54C4.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s8_w2F59E9A18-F8E6-4941-A724-E7FEE9234446.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s8_w326C58BE8-5CC7-4C28-8CF1-7888C4C23AFF.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s8_w4ACBFF8AC-FBBD-427C-A97D-C7EA73485585.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s8_w5E0B61026-A3F6-41D7-B8C1-DE9AA3E8AF60.tif
P015088,E11,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s9_w15EC1E208-3FF1-4B73-B97E-8CB6DECA2FFF.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s9_w227B04C08-FA10-4C52-A2AC-902B57C51F56.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s9_w3A1F619EE-B3A4-4437-BD13-9EB54C6CB206.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s9_w48DF7A8EC-B3A1-4D47-BF92-9E958F5EF908.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E11_s9_w5F82A2FCE-0677-43BC-A088-3092AC89D5CC.tif
P015088,E21,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s1_w177E6F2D5-F63C-4319-A472-4FE4EC41E04F.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s1_w25BD099A8-532C-4897-B805-93600E095592.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s1_w32177FBA9-C543-40D2-A530-B46D263F5411.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s1_w423A8D6DC-52FD-4C70-8C37-B63A06FD5468.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s1_w5EDD2CC22-A847-48D9-BD97-4C99CF343D50.tif
P015088,E21,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s2_w17CDB3BFE-6B60-4808-9C06-273840FB5134.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s2_w2F5B58E63-92A9-42F9-9033-CDE5B0E3E398.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s2_w36041AACD-591A-40AB-B47C-1A35DD53971B.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s2_w4179D5702-13A5-4E97-80DA-3802E142EB92.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s2_w5821D40DC-0BDF-4316-8B2F-C5A333B9DA96.tif
P015088,E21,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s3_w1A67E52D4-CA27-47C2-A3CB-BCF443BF276B.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s3_w279EA29F0-90AF-4695-B34B-49F37E7122CD.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s3_w30911145F-0869-411E-9B6B-8CE8BA7C8BD2.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s3_w4044109B0-6F32-4191-97CD-DE520431FE8A.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s3_w5C9E4E456-623C-4ABD-9A71-E186A25BEA65.tif
P015088,E21,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s4_w1AE3C8AB3-A75F-49CE-9CB6-C426D8A17623.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s4_w2A8E116FF-C1F8-44DC-82D3-EAEB1A797A42.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s4_w3FF7770C3-E2B2-498D-97CF-D6E9E8A88178.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s4_w40915B64C-7A07-429F-875F-25378B4F0469.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s4_w5A5F79D91-375C-4E8E-AB40-9BA1BC28AD6B.tif
P015088,E21,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s5_w1D2F75C78-68E5-422E-989B-86C70B903F94.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s5_w2AEE33F6E-BFE6-4E8B-962E-1849FA75A23C.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s5_w3CC6D6EEF-9A13-4D07-8531-247120B53337.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s5_w4F20476E2-8DCD-4D17-98DF-9E03F9796B06.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s5_w5C305848E-D163-4BCD-BDE7-2011BBF99CAB.tif
P015088,E21,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s6_w185893699-3E94-48D1-B097-FFDDC584C186.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s6_w2FCCB7717-3F8B-4121-B507-BAF339AB4423.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s6_w356FDC07D-3446-406F-99F6-8B05DB552652.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s6_w4E0EF25D4-AB16-4914-B4E1-7CFE885ADAA3.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s6_w5FB0ECDEF-F1EA-4E36-BC55-959CC27FEBAE.tif
P015088,E21,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s7_w16F47DC08-37AC-43CF-A36B-B552B735C8DF.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s7_w2BC6FB2E5-72C8-43C3-AE1F-B341CA9FEA7E.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s7_w3271FD78D-4B9F-477C-99C3-B811B64291FE.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s7_w469C2FAFC-8A87-4D75-8AF4-D24FF0DC05EB.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s7_w587AFEBDA-98C2-411F-9B6D-E74D11BED240.tif
P015088,E21,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s8_w11C5DB6EA-7560-4646-8B8F-990B792110FE.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s8_w268816879-D658-41CF-8E93-C62EF7855B8F.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s8_w3EBDDD30D-58CF-4B25-ACCE-034A48D11634.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s8_w4FAE4D3F0-06B9-4816-AF40-7C139667BED3.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s8_w53C5F368E-CAE0-4AC8-B75A-97244CE6526B.tif
P015088,E21,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s9_w117F9BA6E-FC40-4DEF-AA89-DC560A3489D8.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s9_w2B359654D-FC0C-4055-9ACD-973BB3155606.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s9_w3830F72D1-DD3C-494D-ACC6-1103B4E79698.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s9_w414D9CC52-076D-472A-921E-BE0671AA9F43.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_E21_s9_w55A121B30-6CDD-452E-AA96-22573D212BAE.tif
P015088,F02,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s1_w14D5E1C22-0C8D-41ED-B2D5-978A8364E41A.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s1_w2DE37D400-70C6-44A7-A3B6-22EEEB899934.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s1_w37F54394F-5857-4358-B3AF-0EB709818CBF.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s1_w40884EF42-7E5F-4E48-B0D0-915ACC563ECE.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s1_w5F8F06FE3-2D80-4A4A-BFD9-B7748CC16E47.tif
P015088,F02,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s2_w10F0D01D2-F012-4EDD-B1A7-4485BF9C0315.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s2_w2135963A0-5D72-4ECD-BFA3-A8B141B43ADD.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s2_w35039742D-CFFE-4835-ABBE-FCD72B5DA9B4.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s2_w4502633A0-C70C-47B4-9D8C-E52A73C08B76.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s2_w56E99C014-00A3-4D1D-A4BE-52FD0B24EE6D.tif
P015088,F02,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s3_w1D59827C4-C05E-4342-966E-2D04B91B2EEC.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s3_w28B518645-DCCB-451F-8B27-217F310E53CC.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s3_w3E9B097B0-75CE-46C0-B3C5-5A449427E9AA.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s3_w42EB20861-24BF-45E9-B639-C6FFE220E1B9.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s3_w547CBC7AC-2A21-49B4-AE83-544A129D6715.tif
P015088,F02,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s4_w1891EA84B-2406-4BB0-8B0C-EBA415505AA9.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s4_w2D687AF47-69C6-42F8-89D8-119D92CA75D9.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s4_w3C2ABABF6-6BD0-4340-89BC-726B8C3499A8.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s4_w4D361C91F-2A50-4E2F-866F-7533ED57E1F5.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s4_w5A34A891E-51AA-480C-B3C8-8B660C602479.tif
P015088,F02,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s5_w16EFB3135-CC6E-44BA-94D1-74A67590FC03.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s5_w2196038F3-B2A3-45BA-BC22-F17BF165D8AD.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s5_w3046A6E61-F5D1-492B-9069-8698675C41AF.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s5_w45C66CFB4-E561-4E81-A58E-E4622E3AFA09.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s5_w576A04432-99B9-48C2-A4A0-09A7A3D3CB76.tif
P015088,F02,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s6_w1B24E3515-448C-458E-8841-349D2E589578.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s6_w28B40C2A1-BEF9-46B3-AF99-EFF1B5291DEF.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s6_w3D98233EF-C764-4E2C-9F86-AB1039313643.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s6_w4BC1FBF12-15A4-4023-850C-DAF5A26093C7.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s6_w529E32E34-AB6B-4282-8BA9-5CE9174CC3FF.tif
P015088,F02,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s7_w1FFA7AF69-4D65-4ED7-9F74-9A698F8BED42.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s7_w276C166F0-808F-4CD7-9176-6654258CA752.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s7_w342189161-BE16-4D60-BD30-56D98A6724C5.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s7_w4D26E6525-4B44-49EA-B0BA-FC1520C9EA79.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s7_w5568ADD98-24A0-4FD2-BC48-C23745CEC42C.tif
P015088,F02,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s8_w1287131A0-7A94-4E5A-A6EB-402845D28453.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s8_w220EC9BC5-F42B-40CD-ABB8-48A7DFB73761.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s8_w32AE2BE88-7D60-431B-A959-7710D19978BB.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s8_w4ADD45B40-F302-45A3-A686-67177B664A5E.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s8_w539C7F499-471A-4FC3-AA2F-BFFE66FF9AAD.tif
P015088,F02,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s9_w1924B5728-8EDF-4512-979A-7CBD9D23118F.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s9_w248090D34-63D2-4DF5-BB59-76F3BD843672.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s9_w3E73958CF-270E-465F-87D4-968F47DC5297.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s9_w4654F9E49-E4D2-457F-9D51-D9BBC90FBABA.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F02_s9_w5748DCFC4-2712-413A-8DC4-68F1DFFAD36E.tif
P015088,F14,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F14_s1_w1018B9AEA-68D1-4296-9DED-80209E3BB9B3.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F14_s1_w2F0563719-7AE4-44B0-84F7-B98CD51A92C8.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F14_s1_w37F805E5C-9884-4542-9413-A83CF99437C0.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F14_s1_w4E3C4F6FA-A63C-4E00-964E-3913C5AB19DD.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F14_s1_w5E809B865-F759-4649-8CDA-9EF05D3D725D.tif
P015088,F14,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F14_s2_w19324A43A-7022-4177-8E88-8303645F5D5A.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F14_s2_w2B2FAEA84-7C50-4D52-9676-46DD03ADEA5A.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F14_s2_w339C6EAF0-E6E5-446C-96AC-CB805B18AA09.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F14_s2_w46BB0D557-A01B-45E8-B42C-E5EC941CB014.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F14_s2_w54A8BCA70-0A1B-4C4A-84B9-35E5E9D70AAC.tif
P015088,F14,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015088-U2OS-48h-P7-L1/2021-12-18/853,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F14_s3_w1BE42DE28-EC65-4151-88DE-0E16F6A40872.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F14_s3_w204D2EF36-3065-4544-AC53-04A5F5000785.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F14_s3_w32A11CDA1-27DB-405D-8AA8-0BB7910637D6.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F14_s3_w4B6207B3F-A500-44B2-9617-BF5485DDE8CE.tif,specs935-v1-FA-P015088-U2OS-48h-P7-L1_F14_s3_w54DD25474-9D76-45AD-BB0F-34CDC399CFC6.tif
