plate,well,site,compound,batch_id,path,moa
P015094,M02,s5,CBK303934,BJ1897548,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M02_s5_w6464EFD13-3EEE-45DF-BE94-B7D687A52B6D.npy,mTOR inhibitor
P015094,M03,s1,CBK040915,BJ1894105,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M03_s1_w615E33680-BC0C-48E8-9966-10AD18C3265C.npy,phosphodiesterase inhibitor
P015094,M03,s2,CBK040915,BJ1894105,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M03_s2_w689245ED9-0F48-495C-BE64-AE1D1DFDEF72.npy,phosphodiesterase inhibitor
P015094,M03,s3,CBK040915,BJ1894105,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M03_s3_w6EF1F6E11-FDB7-4125-A0F9-2F9DAD479B2D.npy,phosphodiesterase inhibitor
P015094,M03,s4,CBK040915,BJ1894105,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M03_s4_w60B9FDFAC-760E-49BB-9C11-FB14D6A548F0.npy,phosphodiesterase inhibitor
P015094,M03,s5,CBK040915,BJ1894105,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M03_s5_w6EBBB25BA-E7D4-4C85-AAE6-7E34A822F98C.npy,phosphodiesterase inhibitor
P015094,M07,s1,CBK288346,BJ1898617,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M07_s1_w6E2B1D142-C1A3-459B-939B-B97B6A419357.npy,mTOR inhibitor
P015094,M07,s2,CBK288346,BJ1898617,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M07_s2_w6F84DC930-2D6A-4AC9-BC71-0B3A234C37C0.npy,mTOR inhibitor
P015094,M07,s3,CBK288346,BJ1898617,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M07_s3_w6A3D7E6CD-3119-4F99-9245-24E2443CF9A8.npy,mTOR inhibitor
P015094,M07,s4,CBK288346,BJ1898617,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M07_s4_w6D3DF054E-1AE5-4C1D-B358-10E28DCCB08D.npy,mTOR inhibitor
P015094,M07,s5,CBK288346,BJ1898617,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M07_s5_w60A1DB4D4-1C9D-4427-B4D4-103920D2BCD3.npy,mTOR inhibitor
P015094,M10,s1,CBK290993,BJ1898864,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M10_s1_w668859588-2BB9-48D0-86AD-332DF7013EC3.npy,PARP inhibitor
P015094,M10,s2,CBK290993,BJ1898864,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M10_s2_w6CD42653B-DE66-4923-B1D8-71402FDB1D0D.npy,PARP inhibitor
P015094,M10,s3,CBK290993,BJ1898864,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M10_s3_w699A341FF-94FC-4AAF-AC7B-D8900932EC36.npy,PARP inhibitor
P015094,M10,s4,CBK290993,BJ1898864,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M10_s4_w6917F12E1-DA5F-4A05-A3E6-2CA8F2527135.npy,PARP inhibitor
P015094,M10,s5,CBK290993,BJ1898864,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M10_s5_w6EE662C6F-C49B-4945-88F1-ED137F5F761D.npy,PARP inhibitor
P015094,M13,s1,CBK277950,BJ1898171,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M13_s1_w616384D89-E908-4CE9-9DC6-80423EA4EC6F.npy,PARP inhibitor
P015094,M13,s2,CBK277950,BJ1898171,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M13_s2_w698DCDADE-BC75-4A4A-A274-DA4B4085EBAA.npy,PARP inhibitor
P015094,M13,s3,CBK277950,BJ1898171,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M13_s3_w6F7DFE199-993A-4769-87D3-D98DE015D72C.npy,PARP inhibitor
P015094,M13,s4,CBK277950,BJ1898171,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M13_s4_w683A07218-E9F2-4457-9134-99130CC2E043.npy,PARP inhibitor
P015094,M13,s5,CBK277950,BJ1898171,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M13_s5_w6AD188A72-3677-46B8-8E58-FC62B4A005FF.npy,PARP inhibitor
P015094,M14,s1,CBK041455,BJ1894856,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M14_s1_w682ED3DBF-EACC-4B5A-9D45-163B0AD8BF61.npy,phosphodiesterase inhibitor
P015094,M14,s2,CBK041455,BJ1894856,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M14_s2_w6BD90350F-D72E-4069-838A-4214F07C1682.npy,phosphodiesterase inhibitor
P015094,M14,s3,CBK041455,BJ1894856,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M14_s3_w6A6D556BA-7D88-44D6-8EDF-9C4E95EC1C39.npy,phosphodiesterase inhibitor
P015094,M14,s4,CBK041455,BJ1894856,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M14_s4_w62D8717B7-A3AE-4FD3-B7A9-0F56B9839B14.npy,phosphodiesterase inhibitor
P015094,M14,s5,CBK041455,BJ1894856,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M14_s5_w6A79EEF84-F7F9-47F0-AEDB-9B40D6D8063E.npy,phosphodiesterase inhibitor
P015094,M18,s1,CBK290351,BJ1896184,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M18_s1_w6D1163819-72D4-4291-B0C4-645453075693.npy,PARP inhibitor
P015094,M18,s2,CBK290351,BJ1896184,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M18_s2_w68D3263CB-7C08-4C36-A4DF-0BF484899CB5.npy,PARP inhibitor
P015094,M18,s3,CBK290351,BJ1896184,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M18_s3_w6C90B3CFA-B3CF-4EB5-8240-431491D9C862.npy,PARP inhibitor
P015094,M18,s4,CBK290351,BJ1896184,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M18_s4_w6572BCE6C-A723-4C95-93E4-891E925D067A.npy,PARP inhibitor
P015094,M18,s5,CBK290351,BJ1896184,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M18_s5_w65E037456-4D3F-4A79-92EC-870D4E4903FD.npy,PARP inhibitor
P015094,M20,s1,CBK288342,BJ1896296,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M20_s1_w6C34220FF-1C34-4B65-9E32-0DE7941E92B7.npy,mTOR inhibitor
P015094,M20,s2,CBK288342,BJ1896296,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M20_s2_w6E621346A-4446-40E4-A18C-B9A61249E6B5.npy,mTOR inhibitor
P015094,M20,s3,CBK288342,BJ1896296,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M20_s3_w610FFD386-6992-4CF6-97FB-6BBE11359C11.npy,mTOR inhibitor
P015094,M20,s4,CBK288342,BJ1896296,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M20_s4_w6C481F305-66EC-451C-B0D2-C65FE3DB9158.npy,mTOR inhibitor
P015094,M20,s5,CBK288342,BJ1896296,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M20_s5_w64AEF2C45-6D73-47F2-84B2-015F9E8710ED.npy,mTOR inhibitor
P015094,M21,s1,CBK277970,BJ1898166,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M21_s1_w60C52FEE6-EA90-4F9E-A9C6-8576CB891C32.npy,PARP inhibitor
P015094,M21,s2,CBK277970,BJ1898166,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M21_s2_w6BE667706-B64D-40BA-B6D2-7604FCB7AEEF.npy,PARP inhibitor
P015094,M21,s3,CBK277970,BJ1898166,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M21_s3_w6D76D4FA5-8D83-469E-90E9-6F11A6B3470D.npy,PARP inhibitor
P015094,M21,s4,CBK277970,BJ1898166,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M21_s4_w698BB5835-6109-4607-B6B1-DC1198DC4536.npy,PARP inhibitor
P015094,M21,s5,CBK277970,BJ1898166,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M21_s5_w63B466C3B-3103-407C-BFEF-E6A98BDB1680.npy,PARP inhibitor
P015094,M23,s1,CBK308723,BJ1897116,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M23_s1_w6698F3E95-3245-4CC6-99A8-1342B37075E6.npy,PARP inhibitor
P015094,M23,s2,CBK308723,BJ1897116,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M23_s2_w697D2B3A9-488A-4D79-83F0-21DB577AD8EB.npy,PARP inhibitor
P015094,M23,s3,CBK308723,BJ1897116,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M23_s3_w628E59B15-CFDE-4590-A57D-1897286B9C96.npy,PARP inhibitor
P015094,M23,s4,CBK308723,BJ1897116,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M23_s4_w62BD0AFE5-6ED9-47C7-8368-8BF845D9A3AA.npy,PARP inhibitor
P015094,M23,s5,CBK308723,BJ1897116,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M23_s5_w6D20A2D56-3E82-4FD2-B068-B870D48F0922.npy,PARP inhibitor
P015094,N04,s1,CBK291028,BJ1897303,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N04_s1_w627174D93-74AA-4FC1-AA68-A3B1FF56ADAA.npy,mTOR inhibitor
P015094,N04,s2,CBK291028,BJ1897303,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N04_s2_w6F114CC20-7A33-44F5-B0C8-DAF6332A3D36.npy,mTOR inhibitor
P015094,N04,s3,CBK291028,BJ1897303,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N04_s3_w6194C48A9-134D-4238-BF2E-1E0BD251E1C5.npy,mTOR inhibitor
P015094,N04,s4,CBK291028,BJ1897303,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N04_s4_w6A23D5354-DFB4-4D36-8F0E-81702D5AC167.npy,mTOR inhibitor
P015094,N04,s5,CBK291028,BJ1897303,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N04_s5_w6F0A77D3D-3A97-494F-87C8-6041D275894E.npy,mTOR inhibitor
P015094,N06,s1,CBK015670,BJ1894733,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N06_s1_w6CEF32F88-095C-4EE5-97A2-490056D79C83.npy,phosphodiesterase inhibitor
P015094,N06,s2,CBK015670,BJ1894733,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N06_s2_w634859604-C061-439A-91B4-34ADF56C2E5E.npy,phosphodiesterase inhibitor
P015094,N06,s3,CBK015670,BJ1894733,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N06_s3_w61873319E-FB02-4BD5-A716-6280BD171E87.npy,phosphodiesterase inhibitor
P015094,N06,s4,CBK015670,BJ1894733,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N06_s4_w64DF5AE96-371C-401F-85AA-55FF6FC8457A.npy,phosphodiesterase inhibitor
P015094,N06,s5,CBK015670,BJ1894733,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N06_s5_w6A0F4128B-CCB5-4DB1-B990-D10F0ED46A47.npy,phosphodiesterase inhibitor
P015094,N07,s1,CBK308811,BJ1897229,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N07_s1_w6C35D290D-1F6F-409C-8208-68C22A7EDDE6.npy,PARP inhibitor
P015094,N07,s2,CBK308811,BJ1897229,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N07_s2_w62608EC4C-A713-44C2-BE70-1B1FA6F29D6B.npy,PARP inhibitor
P015094,N07,s3,CBK308811,BJ1897229,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N07_s3_w65EEF626B-D322-4386-ABB6-FC523E522065.npy,PARP inhibitor
P015094,N07,s4,CBK308811,BJ1897229,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N07_s4_w6378F856A-DF37-4159-AC78-D1E40646DD18.npy,PARP inhibitor
P015094,N07,s5,CBK308811,BJ1897229,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N07_s5_w6A6337387-9004-4A90-A265-862CA1AEBC8B.npy,PARP inhibitor
P015094,N09,s1,CBK042007,BJ1894603,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N09_s1_w6B70D6D7F-56A6-4F48-843D-433974B5F9F7.npy,phosphodiesterase inhibitor
P015094,N09,s2,CBK042007,BJ1894603,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N09_s2_w621A35F0B-D955-4D05-9733-EEA498B52144.npy,phosphodiesterase inhibitor
P015094,N09,s3,CBK042007,BJ1894603,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N09_s3_w610900E5B-DC37-419F-9192-B97D63DC6AA4.npy,phosphodiesterase inhibitor
P015094,N09,s4,CBK042007,BJ1894603,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N09_s4_w60AFDAB1C-BD27-40FD-BB19-0EDB1C9B31E6.npy,phosphodiesterase inhibitor
P015094,N09,s5,CBK042007,BJ1894603,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N09_s5_w64C7313DC-33DF-4B05-AD89-F18E9EA3DF50.npy,phosphodiesterase inhibitor
P015094,N10,s1,CBK041852,BJ1895273,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N10_s1_w6DCA6FA41-5CE8-4AC1-9328-05983AEBED9F.npy,phosphodiesterase inhibitor
P015094,N10,s2,CBK041852,BJ1895273,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N10_s2_w6A7CC2AB8-715D-4489-8CF6-BA8D460C0287.npy,phosphodiesterase inhibitor
P015094,N10,s3,CBK041852,BJ1895273,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N10_s3_w65006E042-1354-493E-A7C9-AB1FE1F485C2.npy,phosphodiesterase inhibitor
P015094,N10,s4,CBK041852,BJ1895273,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N10_s4_w6E1AFAF0B-E4F3-4C96-85AD-8D62163B3E50.npy,phosphodiesterase inhibitor
P015094,N10,s5,CBK041852,BJ1895273,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N10_s5_w6A216B9B1-7993-4691-947A-3B2A75658D8B.npy,phosphodiesterase inhibitor
P015094,N11,s1,CBK013934,BJ1899103,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N11_s1_w6738E3BC2-B9EF-4C2A-B519-934DCB837E7D.npy,phosphodiesterase inhibitor
P015094,N11,s2,CBK013934,BJ1899103,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N11_s2_w675394F68-64D6-4333-A68F-B41E84FD978E.npy,phosphodiesterase inhibitor
P015094,N11,s3,CBK013934,BJ1899103,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N11_s3_w68AE2DF0B-AF1A-42EA-89EC-9C6A61DD37DF.npy,phosphodiesterase inhibitor
P015094,N11,s4,CBK013934,BJ1899103,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N11_s4_w60D2ADCCF-BFF7-47A4-934C-1EBE99D5A734.npy,phosphodiesterase inhibitor
P015094,N11,s5,CBK013934,BJ1899103,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N11_s5_w652057957-B84E-4BCF-9699-92B2C3C374A0.npy,phosphodiesterase inhibitor
P015094,N15,s1,CBK041804,BJ1894191,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N15_s1_w638A847F0-6772-4AE0-A381-CC042F65D4C1.npy,PARP inhibitor
P015094,N15,s2,CBK041804,BJ1894191,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N15_s2_w6C13A3539-5CD9-482B-8954-2301AA2F6435.npy,PARP inhibitor
P015094,N15,s3,CBK041804,BJ1894191,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N15_s3_w6C85E3545-A66A-4285-A8C9-582F04CFFDD7.npy,PARP inhibitor
P015094,N15,s4,CBK041804,BJ1894191,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N15_s4_w6E652891A-FDB2-4EBA-B539-E514CDE1CE66.npy,PARP inhibitor
P015094,N15,s5,CBK041804,BJ1894191,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N15_s5_w6F4783EC4-103A-4BD6-BC68-C8A0E09EF7D0.npy,PARP inhibitor
P015094,N16,s1,CBK011603,BJ1895493,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N16_s1_w68B745F24-0EB6-4195-B6BF-C3175AF7D036.npy,phosphodiesterase inhibitor
P015094,N16,s2,CBK011603,BJ1895493,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N16_s2_w639907129-1C51-439A-82EE-BDD55F31DB6C.npy,phosphodiesterase inhibitor
P015094,N16,s3,CBK011603,BJ1895493,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N16_s3_w6D4480DD6-34C1-4DDF-823F-EF9468EC4AC5.npy,phosphodiesterase inhibitor
P015094,N16,s4,CBK011603,BJ1895493,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N16_s4_w66FCF8530-501A-4251-92E0-9DA8E01ECCF7.npy,phosphodiesterase inhibitor
P015094,N16,s5,CBK011603,BJ1895493,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N16_s5_w6DE625B4F-C126-4311-AA0E-8A0962686267.npy,phosphodiesterase inhibitor
P015094,N17,s1,CBK290351,BJ1896184,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N17_s1_w6F8AF0632-DA20-4F9F-B3E6-01BBF11B3ED2.npy,PARP inhibitor
P015094,N17,s2,CBK290351,BJ1896184,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N17_s2_w633E8291B-21E5-4132-9A2D-C79D20A1B923.npy,PARP inhibitor
P015094,N17,s3,CBK290351,BJ1896184,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N17_s3_w6BA99EEDF-646C-4BA3-ACA8-DCFC46C07A3D.npy,PARP inhibitor
P015094,N17,s4,CBK290351,BJ1896184,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N17_s4_w6D4985D81-023F-4DF7-A90D-D63472D5D5FC.npy,PARP inhibitor
P015094,N17,s5,CBK290351,BJ1896184,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N17_s5_w62FAD442F-051A-4E2E-9A2A-89EAC38ABCA2.npy,PARP inhibitor
P015094,N18,s1,CBK277970,BJ1898166,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N18_s1_w6EB45F3AF-1F72-4B10-81A3-609D92AF604B.npy,PARP inhibitor
P015094,N18,s2,CBK277970,BJ1898166,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N18_s2_w643E6E91C-458E-4640-9A72-25070C70C1E8.npy,PARP inhibitor
P015094,N18,s3,CBK277970,BJ1898166,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N18_s3_w6C6AB8B99-5773-4FC1-9ED5-E10EF483F9CA.npy,PARP inhibitor
P015094,N18,s4,CBK277970,BJ1898166,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N18_s4_w68EA24742-02AD-44BB-B95A-8D1A7063695F.npy,PARP inhibitor
P015094,N18,s5,CBK277970,BJ1898166,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N18_s5_w6E6463BB1-F985-4340-8DC5-B2596B49D3A5.npy,PARP inhibitor
P015094,N19,s1,CBK277926,BJ1898135,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N19_s1_w6752EE2E7-D81B-4952-BF56-C921EEAFA640.npy,PARP inhibitor
P015094,N19,s2,CBK277926,BJ1898135,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N19_s2_w63536C31C-AF0C-4837-989A-CEC3F22FB6B1.npy,PARP inhibitor
P015094,N19,s3,CBK277926,BJ1898135,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N19_s3_w6D4CDC940-52D9-48C8-BFEC-47F8FA550C3F.npy,PARP inhibitor
P015094,N19,s4,CBK277926,BJ1898135,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N19_s4_w6CB49B278-7078-4279-85E1-15E2E53B3F65.npy,PARP inhibitor
P015094,N19,s5,CBK277926,BJ1898135,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N19_s5_w6CCA2820D-1866-4F71-8F73-ED631C7FF7F3.npy,PARP inhibitor
P015094,N20,s1,CBK303934,BJ1897548,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N20_s1_w6A182B86D-EAC4-4B8B-9F1E-1B90E4616643.npy,mTOR inhibitor
P015094,N20,s2,CBK303934,BJ1897548,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N20_s2_w661DCB103-A961-4672-A227-ADAFDCE83EE5.npy,mTOR inhibitor
P015094,N20,s3,CBK303934,BJ1897548,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N20_s3_w60FBACD32-1606-41A7-81F1-82CAEEFEBE4F.npy,mTOR inhibitor
P015094,N20,s4,CBK303934,BJ1897548,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N20_s4_w6328383BA-457A-45A2-8953-AD48775ACE76.npy,mTOR inhibitor
