plate,well,f_site,bf_site,f_nuc_path,bf_nuc_path,f_ref_a,f_ref_b,f_ref_c,f_ref_d,bf_ref_a,bf_ref_b,bf_ref_c,bf_ref_d
P015092,D13,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_D13_s2_w1C371AD0F-3A7E-4BD1-8400-6A23AD960082.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D13_s1_w15AA19247-58A0-40E1-9449-D5E39AC04122.tif,0,-16,0,-12,16,2160,12,2160
P015092,D13,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_D13_s4_w14AB24CA4-9769-47D2-91E3-9C0E5BEC2D8F.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D13_s2_w14EB87C42-FCFB-4D78-9D72-2D6195C7C203.tif,0,-16,0,-13,16,2160,13,2160
P015092,D13,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_D13_s5_w13390DFB1-B579-4FF6-9934-3CED37B51608.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D13_s3_w15FBB7305-4C7C-42E6-9BC3-9AF08EF5EA5E.tif,0,-15,0,-13,15,2160,13,2160
P015092,D13,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_D13_s6_w1488EB825-D537-475E-878F-0ECD6CE9986C.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D13_s4_w1E7983287-6A80-4790-875F-F354E2E24C11.tif,0,-15,0,-12,15,2160,12,2160
P015092,D13,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_D13_s8_w1B6DD4590-AF8F-4534-A904-424C647AE0B1.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D13_s5_w186EA723B-FED0-4633-A16D-BC150E7D93A9.tif,0,-15,0,-12,15,2160,12,2160
P015092,D18,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_D18_s2_w1659D2BAF-FA11-48C3-AA52-3FDB06E1484F.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D18_s1_w1AF133C8C-1E5D-44FE-A31D-01D4659BFF74.tif,0,-15,0,-2,15,2160,2,2160
P015092,D18,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_D18_s4_w17634E3FE-7377-4A6A-9A08-53E36D505306.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D18_s2_w17BE99930-07E7-4770-BA2C-011B6416B4FE.tif,0,-15,0,-3,15,2160,3,2160
P015092,D18,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_D18_s5_w180D49EBB-27A7-46C2-BE84-B4DB78859841.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D18_s3_w165F6B44D-AD09-423A-81FF-DA75A1AABFA0.tif,0,-15,0,-2,15,2160,2,2160
P015092,D18,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_D18_s6_w1050DD463-AF6B-47FD-ADB3-3890FA2088B4.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D18_s4_w14DEE3A34-D533-4552-8623-0708FD0727B3.tif,0,-15,0,-2,15,2160,2,2160
P015092,D18,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_D18_s8_w1BEDD9BC9-252F-48FF-9A89-C0124BFFA99F.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D18_s5_w117E6A5C0-7C28-46C1-807D-BD60610F2733.tif,0,-15,0,-2,15,2160,2,2160
P015092,D20,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_D20_s2_w10DF52535-37AA-4B43-9036-9C2D30CD8FC9.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D20_s1_w1EBAD7E77-CB94-49D4-9960-82E176AFDE91.tif,0,-15,1,2160,15,2160,0,-1
P015092,D20,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_D20_s4_w14502D0DF-54FD-46F6-8735-F780237E07C4.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D20_s2_w1A8248951-2E95-414E-8E47-0974A67DCDF2.tif,0,-15,1,2160,15,2160,0,-1
P015092,D20,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_D20_s5_w19F2319B1-78F0-432F-847F-23ADB81A1659.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D20_s3_w171AB51B3-C0D5-46A8-B22A-DDB425847C90.tif,0,-15,1,2160,15,2160,0,-1
P015092,D20,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_D20_s6_w13984D14A-DDEA-489B-9D70-EE9515EA4B67.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D20_s4_w1679D797D-1879-4FF8-B750-5B16F9E0BB36.tif,0,-15,2,2160,15,2160,0,-2
P015092,D20,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_D20_s8_w136DAD7B9-F96A-45CB-A1DB-5D2D56AFECE1.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_D20_s5_w1CB094E26-29DE-4109-9872-BBAF9465497B.tif,0,-15,1,2160,15,2160,0,-1
P015092,E21,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_E21_s2_w11446FA06-935A-45A5-8C6E-BB49B556B2F2.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_E21_s1_w18D258E77-96D6-41DF-AC28-D16261840E1D.tif,0,-14,3,2160,14,2160,0,-3
P015092,E21,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_E21_s4_w13425810D-DF0A-46F4-B6E0-85C0C5872231.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_E21_s2_w1F77DB74B-2B13-4A65-9AC0-89572CE65E7E.tif,0,-13,3,2160,13,2160,0,-3
P015092,E21,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_E21_s5_w10E580C4C-523F-482E-B538-BE4060E05287.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_E21_s3_w1A5AFCCE5-96AF-459C-BCC7-CCE90E8F4AA9.tif,0,-13,3,2160,13,2160,0,-3
P015092,E21,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_E21_s6_w1ECD41840-1CFF-4BAD-9A17-A834EB56E1D5.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_E21_s4_w155858BF6-00E5-495B-A130-21069548475D.tif,0,-13,4,2160,13,2160,0,-4
P015092,E21,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_E21_s8_w1175662B7-E926-4580-B201-4A4CD7C9CD49.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_E21_s5_w1A306231E-0BDC-4EFC-847C-631814C4489F.tif,0,-13,4,2160,13,2160,0,-4
P015092,F05,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F05_s2_w1F9EF5970-6150-4B6B-9B53-80D2B3B5D5B0.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F05_s1_w1D59E1865-5CFB-4EA2-BA24-7F4428AABA54.tif,0,-10,0,-28,10,2160,28,2160
P015092,F05,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F05_s4_w1F8267090-94AB-4D72-AC87-74884BFEC183.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F05_s2_w1F27C3F1C-84A1-43A3-A843-5D7FAD7D0218.tif,0,-10,0,-29,10,2160,29,2160
P015092,F05,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F05_s5_w119867CF5-B1C6-4208-ACD8-6F24F3891E27.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F05_s3_w17CBF04C9-6C55-456C-9B3A-2ECC630CA69E.tif,0,-10,0,-28,10,2160,28,2160
P015092,F05,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F05_s6_w13DAEAEDE-93D3-4547-B400-288E744E825C.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F05_s4_w1C47D158F-D468-4BA9-A145-2A71FFBA6815.tif,0,-10,0,-28,10,2160,28,2160
P015092,F05,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F05_s8_w12BE77335-D5E4-4B8F-BE14-D5FADF0F2FA8.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F05_s5_w11B848DB6-B19A-4744-AAA2-D9C27701DE24.tif,0,-9,0,-28,9,2160,28,2160
P015092,F08,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F08_s2_w173CD8656-4888-4C25-A02A-6F85F556325A.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F08_s1_w12EB5F70C-A456-4DDF-97D4-D2A6D4A6D410.tif,0,-12,0,-24,12,2160,24,2160
P015092,F08,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F08_s4_w110ECD7B0-9E85-4F16-BE08-2D46DC4003FA.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F08_s2_w1E467E9F1-86BA-425A-973E-F6351A84389E.tif,0,-11,0,-24,11,2160,24,2160
P015092,F08,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F08_s5_w1C85B9CCB-E284-4D7C-8125-E3615E87431A.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F08_s3_w19D84088F-5CA1-4C2F-8808-0AACAFF2C35A.tif,0,-11,0,-24,11,2160,24,2160
P015092,F08,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F08_s6_w1CD981E39-F6E7-4136-800D-0BB530FD53F4.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F08_s4_w1A6BC4B26-ED71-4C46-BE86-68263C8DF1C2.tif,0,-11,0,-23,11,2160,23,2160
P015092,F08,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F08_s8_w1BE8AA158-3AF3-457E-97FB-7AB98FF5EE4F.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F08_s5_w1B30B637A-7AF4-4952-AF37-303069D2EFF3.tif,0,-11,0,-24,11,2160,24,2160
P015092,F12,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F12_s2_w1DB41FF4E-3DC5-4A8D-95A8-9AE9EB57A29E.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F12_s1_w1E14EBE56-4303-42D8-A8FD-7F02610A37B0.tif,0,-12,0,-14,12,2160,14,2160
P015092,F12,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F12_s4_w1CB2530F8-3B79-471B-AE6A-126810BD9065.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F12_s2_w1620D9D73-E358-4CE4-9F63-7869F10B09EB.tif,0,-12,0,-15,12,2160,15,2160
P015092,F12,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F12_s5_w17B7C26AB-394F-417D-8B0E-8DA2D5E8D6E6.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F12_s3_w1B2CF4754-23C4-49A0-B444-4AD4A2E42A22.tif,0,-11,0,-15,11,2160,15,2160
P015092,F12,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F12_s6_w125D13803-FC46-41EB-9BCC-99F57F281377.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F12_s4_w1AFA76C62-0625-4174-8AFF-06B0C8880BBF.tif,0,-11,0,-14,11,2160,14,2160
P015092,F12,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F12_s8_w179EAB276-8F0F-46B1-B89C-932AAEB79728.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F12_s5_w1C230905F-AC5C-40E9-B937-3E12C3F4C2EB.tif,0,-11,0,-14,11,2160,14,2160
P015092,F14,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F14_s2_w123A5F7D0-2A8E-483B-BBD0-6225F88B0AAE.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F14_s1_w138D9A5A2-B17F-47B0-BEF8-FBA9E9302EEA.tif,0,-12,0,-10,12,2160,10,2160
P015092,F14,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F14_s4_w1EA1B4294-741A-467C-8C7A-9D107ADD70C1.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F14_s2_w1BAAB3649-5FBF-4FD1-B0C4-3569C181A9AF.tif,0,-11,0,-11,11,2160,11,2160
P015092,F14,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F14_s5_w198FBC959-9976-46DC-BEA9-483F9A9EE76F.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F14_s3_w118578F68-7A00-4B3D-AA21-BF864AFE4E19.tif,0,-11,0,-10,11,2160,10,2160
P015092,F14,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F14_s6_w10DFEF1E5-CB4E-42FA-89FA-2C570DB1B42D.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F14_s4_w163FD05F9-C562-4025-A2E2-8BE3A3B2421E.tif,0,-11,0,-10,11,2160,10,2160
P015092,F14,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F14_s8_w1CDE31B76-B479-47D9-8DE2-C81AB29A276D.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F14_s5_w1DA43BDC0-0A4E-44CE-8D1E-4C6DE7E31042.tif,0,-11,0,-10,11,2160,10,2160
P015092,F19,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F19_s2_w127F18A9B-5E47-45DF-8DEF-5F5E49D743D2.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F19_s1_w17BB0C9DE-5CDB-4C1E-9507-04BF43A2BE64.tif,0,-11,0,2160,11,2160,0,2160
P015092,F19,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F19_s4_w14A056833-5905-4413-998C-B5E9B06DA4B1.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F19_s2_w1E5BCDD54-06B3-46A6-923E-366B36973377.tif,0,-11,0,2160,11,2160,0,2160
P015092,F19,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F19_s5_w1BD20A6E4-F7AC-4605-9FBE-33F6455DA74F.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F19_s3_w1AE34320B-5782-4104-BD29-9E5494EE8A1E.tif,0,-11,0,2160,11,2160,0,2160
P015092,F19,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F19_s6_w183482CF9-B652-4337-A1CB-DD11E514824C.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F19_s4_w1E6C39A14-74DD-4670-AA14-2443AB635237.tif,0,-11,0,2160,11,2160,0,2160
P015092,F19,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_F19_s8_w1C38B8C0C-C9FB-4415-9257-49FA6EFC3479.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_F19_s5_w173E7D1A1-8092-451D-985C-5A2747FA135A.tif,0,-10,0,2160,10,2160,0,2160
P015092,G10,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_G10_s2_w10CF27052-040B-4028-9F8C-F0D257BDA120.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_G10_s1_w11C222E51-7741-42F1-B7B5-3F172118C6C1.tif,0,-10,0,-19,10,2160,19,2160
P015092,G10,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_G10_s4_w16C1BAAAC-56EA-41D9-A93C-32CCB82D20B3.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_G10_s2_w15C67FB80-3414-4102-91D6-9E8A8A4B4F72.tif,0,-10,0,-20,10,2160,20,2160
P015092,G10,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_G10_s5_w14F47C4C4-9CCB-4770-8463-BA33B500E108.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_G10_s3_w1E3A60926-38F1-4CF6-8804-F4062356888B.tif,0,-9,0,-19,9,2160,19,2160
P015092,G10,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_G10_s6_w1F6E4D9B8-0BCB-4149-B794-231147EA9C44.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_G10_s4_w102E3E871-EE26-4079-B4AF-1171264A1A29.tif,0,-8,0,-19,8,2160,19,2160
P015092,G10,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_G10_s8_w1203B7B9B-DE0B-4C20-8EBD-DC7FF0ADA21A.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_G10_s5_w10E26F40C-A2FC-4AFA-ADD3-67FC63251753.tif,0,-9,0,-19,9,2160,19,2160
P015092,H08,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H08_s2_w1A572E57D-DD72-41BA-BD1D-949B8C52503A.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H08_s1_w1BA02D197-8717-41F5-A923-8E06720C9F6D.tif,0,-7,0,-24,7,2160,24,2160
P015092,H08,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H08_s4_w13EA45ECA-512D-415D-A301-B4758ABEE91B.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H08_s2_w142034F73-A557-422F-B8B4-0B374B83108C.tif,0,-7,0,-24,7,2160,24,2160
P015092,H08,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H08_s5_w1FDCD4C97-403A-45C0-9407-DD1BA7222B03.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H08_s3_w1144208F8-9360-42E7-99DE-44B968D1C002.tif,0,-7,0,-23,7,2160,23,2160
P015092,H08,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H08_s6_w14270BCE5-750B-49FD-86F5-4177EC370CE0.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H08_s4_w1FEADC102-DAED-4FB0-99D2-5295190AA967.tif,0,-7,0,-23,7,2160,23,2160
P015092,H08,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H08_s8_w1EFCF79D8-E4D8-48C8-A269-09B1CA174A77.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H08_s5_w1C6906028-150E-4D52-B525-6D02262F69E6.tif,0,-6,0,-24,6,2160,24,2160
P015092,H13,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H13_s2_w11CA8323C-7846-46CC-8997-6161E51CBBAC.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H13_s1_w1315844B6-3A55-4D75-9A7B-BF6947585294.tif,0,-7,0,-12,7,2160,12,2160
P015092,H13,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H13_s4_w1CE684834-9CFE-475B-95F8-FAD4B8A135A4.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H13_s2_w1F08F82A4-C167-4F81-886A-F5744467FA57.tif,0,-7,0,-13,7,2160,13,2160
P015092,H13,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H13_s5_w1185CF0B1-BBA6-4C4E-B09D-6B5887106F47.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H13_s3_w1CD9FBFC9-5227-45E6-8C32-A1CC42DAA0B7.tif,0,-6,0,-12,6,2160,12,2160
P015092,H13,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H13_s6_w1672BC72A-62FE-4869-AEB0-64A2E76AECF2.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H13_s4_w17955E41A-E476-4427-8F0B-A8D322A40B65.tif,0,-6,0,-12,6,2160,12,2160
P015092,H13,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H13_s8_w10AC5581F-3B73-44AD-AE51-0F117EEEDE7B.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H13_s5_w127F2E42B-342A-486D-B515-FFFF5B764D56.tif,0,-6,0,-13,6,2160,13,2160
P015092,H15,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H15_s2_w1F22E0C27-131B-4A3F-B8FB-6D2A72049CFF.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H15_s1_w13225B1C5-4167-4242-B2BA-D3AD3066219D.tif,0,-7,0,-8,7,2160,8,2160
P015092,H15,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H15_s4_w16E4B331D-44B6-4434-9E4E-B791E7C00F29.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H15_s2_w1DAD44280-75AB-4433-822C-7F182D865636.tif,0,-7,0,-8,7,2160,8,2160
P015092,H15,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H15_s5_w1E5F6FC75-C29E-4516-A315-B8F3086DF47D.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H15_s3_w15F1A68E3-DD22-440B-9EB6-2EE8E1B54D73.tif,0,-6,0,-8,6,2160,8,2160
P015092,H15,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H15_s6_w1FBF8AF1B-38AA-4732-A65A-63FBA323B21D.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H15_s4_w125957631-08D6-431F-8C19-51F1C92D8DDE.tif,0,-6,0,-8,6,2160,8,2160
P015092,H15,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H15_s8_w182F64D9A-8BB9-419D-BC91-65694EA1EF23.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H15_s5_w1D6A529AB-F77B-4C82-BD55-0F24D514E679.tif,0,-6,0,-8,6,2160,8,2160
P015092,H17,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H17_s2_w1938857B7-E119-4F17-9493-BD4938613979.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H17_s1_w16F3E3077-9845-4791-8F46-B8F5C6B58BF9.tif,0,-7,0,-4,7,2160,4,2160
P015092,H17,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H17_s4_w1255A9F6E-11C5-4EC0-80B1-9AC08256306D.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H17_s2_w12E81E73E-3516-4A3E-8720-1C5B3F933EA5.tif,0,-7,0,-4,7,2160,4,2160
P015092,H17,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H17_s5_w14FB61B84-D527-47E9-832A-4E840625A53A.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H17_s3_w1EBE90A17-F1AF-49DB-98BA-5165F78290DD.tif,0,-6,0,-4,6,2160,4,2160
P015092,H17,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H17_s6_w11980B2A1-CAF7-4A7B-96F9-47D582E84934.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H17_s4_w1D8A00314-4EAF-4E9B-8E64-3B5DFEF1F212.tif,0,-6,0,-3,6,2160,3,2160
P015092,H17,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H17_s8_w14DCFA91C-9A84-40E0-AB03-49F56C4421BB.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H17_s5_w118133E46-BB64-4873-8268-29AB161957F6.tif,0,-6,0,-4,6,2160,4,2160
P015092,H21,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H21_s2_w1C37DBFCC-DF3C-42D2-8900-FA4E1050DAA6.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H21_s1_w16737C1B8-DCA6-423F-B13F-E09F52F2C705.tif,0,-8,4,2160,8,2160,0,-4
P015092,H21,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H21_s4_w1C83835F3-84D2-4D58-90C3-47A0B2AE107C.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H21_s2_w19BBFF2BA-1F27-417D-A235-1474A431289E.tif,0,-7,3,2160,7,2160,0,-3
P015092,H21,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H21_s5_w1CC5DDF4F-A058-47F3-8BBF-B67AD7F97A3E.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H21_s3_w1BCAD06BB-5C9E-4B8A-9A53-726AC467B925.tif,0,-7,4,2160,7,2160,0,-4
P015092,H21,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H21_s6_w1C2475012-D2C9-4F71-A835-25B044A762FF.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H21_s4_w1B1D34FBA-DA04-4463-B9E8-926D0D983ADA.tif,0,-7,4,2160,7,2160,0,-4
P015092,H21,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_H21_s8_w1720D6C55-5C31-46F0-BA69-DF4460A4EC54.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H21_s5_w18365A983-6E4C-492C-A64F-0790E6D8855D.tif,0,-7,4,2160,7,2160,0,-4
P015092,I13,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_I13_s2_w1B7CF5D87-2A34-489E-8AE8-C55E3D576C4C.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_I13_s1_w1461F41DB-E7FA-4EB0-AB50-2635E6A6B34C.tif,0,-5,0,-12,5,2160,12,2160
P015092,I13,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_I13_s4_w1367451D1-06CF-4D1C-A520-C1763474312A.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_I13_s2_w1B6917D91-4374-4F49-B837-52F7C66B230F.tif,0,-5,0,-13,5,2160,13,2160
P015092,I13,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_I13_s5_w189955588-5329-4202-9D75-F7609864E869.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_I13_s3_w11E4B5FAE-3A40-4318-8E60-857B4AD50B0E.tif,0,-4,0,-12,4,2160,12,2160
P015092,I13,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_I13_s6_w17287B5D3-A3E0-4069-BDE7-481E95562301.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_I13_s4_w10555D621-7D4C-4F7C-9825-F45352933489.tif,0,-4,0,-12,4,2160,12,2160
P015092,I13,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_I13_s8_w14605E70D-940C-41D4-B7EF-549C7458DC28.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_I13_s5_w12A72D12D-57B8-474A-9136-3B7CF295A604.tif,0,-4,0,-12,4,2160,12,2160
P015092,I19,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_I19_s2_w15D59E670-FB21-4B7D-98AE-F4313B81715A.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_I19_s1_w1E2B1ECEE-04BB-465B-B617-93A4290BE0A2.tif,0,-5,0,2160,5,2160,0,2160
